"","likedcount","replycount"
"5593",13198,82
"5594",12988,22
"5595",33204,39
"5596",21286,82
"5597",20118,42
"5598",18190,44
"5599",17353,8
"5600",154579,5445
"5601",36702,195
"5602",32992,661
"5603",15493,148
"5604",15487,303
"5605",125267,997
"5606",60359,108
"5607",60087,141
"5608",37813,19
"5609",31191,60
"5610",82385,336
"5611",56384,367
"5612",39139,165
"5613",36184,551
"5614",28442,128
"5615",125338,1391
"5616",48905,155
"5617",30681,25
"5618",25713,105
"5619",20536,293
"5620",36910,755
"5621",19476,503
"5622",12848,115
"5623",9887,140
"5624",9088,188
"5625",25634,23
"5626",25120,55
"5627",12101,3
"5629",11116,10
"5631",64015,97
"5632",56438,58
"5633",51895,116
"5634",38570,43
"5635",173003,1436
"5636",131862,2152
"5637",90272,1315
"5638",68634,790
"5639",51033,174
"5640",158556,127
"5641",102103,159
"5642",90943,123
"5643",74674,179
"5644",56167,108
"5645",56889,401
"5646",32820,123
"5647",19170,64
"5648",15627,76
"5649",5112,83
"5650",72800,73
"5651",59860,98
"5652",50500,89
"5653",19854,81
"5654",18274,15
"5655",42462,443
"5656",22292,546
"5657",17248,740
"5658",14523,641
"5659",11828,115
"5660",21251,664
"5661",7170,36
"5662",5129,21
"5663",4995,0
"5664",3921,12
"5665",22294,63
"5666",10628,30
"5667",9176,13
"5668",8001,26
"5669",3909,2
"5670",43265,382
"5671",16510,198
"5672",14357,192
"5673",10962,712
"5674",8107,103
"5675",29349,107
"5676",9100,22
"5677",6657,34
"5678",5724,12
"5679",5116,14
"5680",17192,303
"5681",6077,39
"5682",5754,87
"5683",4536,34
"5684",3816,280
"5685",20076,65
"5686",14178,69
"5687",11118,147
"5688",10106,130
"5689",5295,4
"5690",75381,358
"5691",46488,695
"5692",18006,68
"5693",16763,57
"5694",13809,170
"5695",127336,1688
"5696",67396,760
"5697",57546,795
"5698",27690,281
"5699",25436,481
"5700",71387,485
"5701",50241,424
"5702",37378,291
"5703",29899,445
"5704",23728,180
"5705",48491,351
"5706",28158,233
"5707",20639,83
"5708",13476,49
"5709",8042,31
"5710",54044,6255
"5711",46916,4037
"5712",31590,4954
"5713",21604,1556
"5714",16786,847
"5715",36152,135
"5716",16847,168
"5717",15541,65
"5718",12265,64
"5719",11264,56
"5720",23514,52
"5721",20509,112
"5722",3719,1
"5723",3511,10
"5724",3474,2
"5725",18574,75
"5726",17978,94
"5727",17206,34
"5728",7854,14
"5729",5728,15
"5730",28877,360
"5731",22439,196
"5732",17768,279
"5733",10230,68
"5734",9667,82
"5735",15737,61
"5736",13728,77
"5737",8700,30
"5738",7087,11
"5739",6567,64
"5740",52568,140
"5742",19428,3
"5743",18092,10
"5745",133542,1372
"5746",90728,1094
"5747",69375,1051
"5748",42431,729
"5749",41873,2400
"5750",37597,1301
"5751",20476,818
"5752",6421,179
"5753",5402,190
"5754",5227,372
"5755",41259,15
"5756",28208,8
"5757",22411,1
"5758",15590,6
"5759",12161,2
"5760",36913,121
"5761",13871,45
"5762",12551,33
"5763",9266,18
"5764",7597,44
"5765",123948,1434
"5766",72216,346
"5767",49621,166
"5768",45847,1035
"5769",39525,367
"5770",41239,42
"5771",26206,174
"5772",18648,13
"5773",17432,81
"5774",14177,21
"5775",13317,27
"5776",8064,38
"5777",5263,8
"5778",3496,28
"5779",2204,0
"5780",35617,30
"5781",19954,48
"5782",18988,769
"5783",12835,22
"5784",11561,5
"5785",98617,428
"5786",81739,450
"5787",63289,136
"5788",55119,275
"5789",34580,80
"5790",177514,1042
"5791",92558,1142
"5792",89111,856
"5793",71851,637
"5794",63490,1393
"5795",38450,73
"5796",22398,149
"5797",13082,32
"5798",8444,6
"5799",7244,21
"5800",82447,424
"5801",48704,222
"5802",35239,385
"5803",24496,32
"5804",21284,247
"5805",32985,140
"5806",16636,79
"5807",12154,76
"5808",8900,3
"5809",7235,14
"5810",53519,287
"5811",51785,156
"5812",32040,82
"5813",24835,33
"5814",24442,52
"5815",28843,171
"5816",24024,179
"5817",17739,19
"5818",9556,10
"5819",7040,2
"5820",39137,181
"5821",17803,129
"5822",15204,257
"5823",9399,24
"5824",6393,67
"5825",26238,952
"5826",11143,103
"5827",6353,34
"5828",5117,28
"5829",4881,78
"5830",106139,56
"5831",93001,39
"5832",73706,38
"5833",70938,140
"5834",53448,27
"5835",53682,108
"5836",37359,169
"5837",18181,35
"5838",14449,116
"5839",14394,38
"5840",27706,0
"5841",14642,0
"5842",13766,0
"5843",12511,0
"5844",7885,0
"5845",67173,138
"5846",25691,41
"5847",25587,176
"5848",15045,182
"5849",13236,17
"5850",18074,248
"5851",15846,52
"5852",9705,169
"5853",8590,90
"5854",6558,47
"5855",90225,416
"5856",57452,115
"5857",22684,47
"5858",18024,132
"5859",15982,404
"5860",71347,161
"5861",62956,129
"5862",47536,32
"5863",31817,15
"5864",28760,0
"5865",31141,34
"5866",20504,29
"5867",18882,17
"5868",10632,8
"5869",9927,9
"5870",62655,112
"5871",36960,28
"5872",28999,93
"5873",14867,8
"5874",13819,12
"5875",49964,319
"5876",32856,251
"5877",26769,260
"5878",22515,70
"5879",19219,34
"5880",133338,192
"5881",52163,30
"5882",51713,116
"5883",38527,54
"5884",26468,16
"5885",69288,61
"5886",30402,5
"5887",29343,8
"5888",24605,5
"5890",39670,42
"5891",20679,74
"5892",13588,14
"5893",11403,16
"5894",8516,425
"5895",74865,728
"5896",63406,306
"5897",17733,60
"5898",16786,31
"5899",15197,38
"5900",7024,3
"5901",3714,3
"5902",2281,4
"5903",1996,1
"5904",1832,7
"5905",176253,396
"5906",176133,1526
"5907",150101,1062
"5908",83437,699
"5909",71465,647
"5910",61605,1311
"5911",43793,188
"5912",33383,120
"5913",14902,131
"5914",11991,26
"5915",268526,209
"5916",144470,154
"5917",123486,1503
"5918",92207,58
"5919",59328,43
"5920",83561,717
"5921",65200,261
"5922",51916,148
"5923",44451,136
"5924",41846,70
"5925",112277,1026
"5926",84507,551
"5927",30516,35
"5928",30290,165
"5929",20108,0
"5930",97083,338
"5931",93681,746
"5932",57342,508
"5933",40738,309
"5934",28183,96
"5935",529851,2814
"5936",223960,1255
"5937",219829,1003
"5938",77786,157
"5939",51557,655
"5940",26768,367
"5941",22459,290
"5942",18145,375
"5943",13057,109
"5944",10210,130
"5945",57836,79
"5946",23013,557
"5947",14806,263
"5948",11042,12
"5949",8660,9
"5950",282132,1806
"5951",117870,1195
"5952",83929,2315
"5953",59130,367
"5954",52870,544
"5955",357367,674
"5956",264700,396
"5957",191031,187
"5958",122627,217
"5959",96151,89
"5960",75073,396
"5961",57103,278
"5962",32862,73
"5963",11061,19
"5964",8520,15
"5965",26157,207
"5966",21239,51
"5967",13404,671
"5968",10301,137
"5969",8269,26
"5970",19676,234
"5971",10762,68
"5972",5921,31
"5973",4935,15
"5974",4046,57
"5975",126731,177
"5976",54859,8
"5977",50691,124
"5978",46953,30
"5979",38573,22
"5980",33423,133
"5981",26467,672
"5982",16387,19
"5983",14757,36
"5984",13488,148
"5985",21646,234
"5986",17500,249
"5987",10320,50
"5988",8905,59
"5989",7598,49
"5990",39675,390
"5991",27613,116
"5992",20435,52
"5993",15185,21
"5994",11501,37
"5995",71716,499
"5996",50391,317
"5997",50154,435
"5998",26575,215
"5999",22178,35
"6000",61341,64
"6001",45106,378
"6002",36722,33
"6003",35488,155
"6004",33386,51
"6005",113103,212
"6006",51847,61
"6007",23472,40
"6008",21656,8
"6009",11800,4
"6010",33282,43
"6011",29968,126
"6012",18467,31
"6013",14939,31
"6014",14410,33
"6015",58656,350
"6016",47371,39
"6017",38917,99
"6018",30244,29
"6019",18434,14
"6020",30572,67
"6021",30347,38
"6022",16475,115
"6023",12655,9
"6024",7528,11
"6025",230558,856
"6026",161376,20
"6027",109556,281
"6028",81153,172
"6029",68863,1392
"6030",181565,102
"6031",106979,918
"6032",80784,276
"6033",64526,503
"6034",56323,96
"6036",29738,41
"6037",28677,103
"6038",22552,87
"6039",12856,54
"6040",42830,148
"6041",23993,125
"6042",20888,98
"6043",13557,74
"6044",10414,25
"6045",85762,4
"6046",43340,11
"6047",29770,2
"6048",28695,0
"6049",24692,3
"6050",108989,368
"6051",62574,306
"6052",40395,10
"6053",38063,57
"6054",37213,40
"6055",19271,39
"6056",16665,285
"6057",12921,27
"6058",11864,54
"6059",8538,7
"6060",130593,770
"6061",72321,323
"6062",42304,607
"6063",37749,164
"6064",32884,523
"6065",41789,54
"6066",29584,84
"6067",26634,108
"6068",20976,39
"6069",14502,40
"6070",53086,586
"6071",42585,1038
"6072",36541,400
"6073",33384,133
"6074",17638,82
"6075",61002,474
"6076",25034,129
"6077",20143,82
"6078",16804,48
"6079",11183,33
"6080",58057,758
"6081",26625,410
"6082",20158,225
"6083",13460,175
"6084",9648,80
"6085",58115,437
"6086",36860,200
"6087",29481,55
"6088",11636,56
"6090",109820,260
"6091",86344,89
"6092",82354,144
"6093",64871,68
"6094",60712,36
"6095",352950,4932
"6096",318832,7551
"6097",201803,1012
"6098",134694,2553
"6099",110610,762
"6100",20610,55
"6101",18283,9
"6102",13185,52
"6103",11673,8
"6104",7305,1
"6105",23866,13
"6106",14997,17
"6107",9200,7
"6108",8521,1
"6109",8189,9
"6110",33400,82
"6111",31045,94
"6112",16896,55
"6113",16430,19
"6114",13191,17
"6115",45081,49
"6116",18153,8
"6117",16378,12
"6118",9615,21
"6119",8090,2
"6120",154444,121
"6121",153959,59
"6122",81214,168
"6123",59531,85
"6124",17395,163
"6125",192693,431
"6126",143699,416
"6127",115584,885
"6128",54161,64
"6129",48690,35
"6130",132628,524
"6131",78020,90
"6132",71401,367
"6133",51668,45
"6134",47215,158
"6135",63820,98
"6136",46069,292
"6137",18545,40
"6138",17358,11
"6139",10994,1
"6140",80883,337
"6141",59271,491
"6142",32473,75
"6143",20726,32
"6144",19254,487
"6145",42552,323
"6146",24218,17
"6147",19853,54
"6148",18084,41
"6149",17743,37
"6150",66303,159
"6151",41621,255
"6152",41505,1518
"6153",24302,23
"6154",22189,46
"6155",110441,597
"6156",76723,329
"6157",65128,296
"6158",48787,151
"6159",41664,65
"6160",54460,179
"6161",34267,243
"6162",32214,112
"6163",27796,112
"6164",22605,84
"6165",84060,410
"6166",58654,236
"6167",43883,195
"6168",33407,78
"6169",32832,69
"6170",88622,3
"6171",21173,31
"6172",20275,12
"6173",8735,4
"6174",7028,6
"6175",124011,689
"6176",113672,783
"6177",73977,549
"6178",40470,390
"6179",24055,188
"6180",150624,207
"6181",94222,157
"6182",63931,59
"6183",52716,982
"6185",245046,4664
"6186",136100,2651
"6187",100551,569
"6188",50962,349
"6189",47756,156
"6190",141629,1660
"6191",78052,1488
"6192",48640,113
"6193",43790,270
"6194",40483,933
"6195",18024,123
"6196",14748,64
"6197",12805,108
"6198",9488,23
"6199",7783,57
"6200",45391,194
"6201",27227,270
"6202",21161,117
"6203",19740,38
"6204",15226,63
"6205",173804,2062
"6206",165120,2184
"6207",106155,954
"6208",103486,339
"6209",92453,111
"6210",495702,4296
"6211",213207,259
"6212",183976,806
"6213",167717,909
"6214",92589,230
"6215",166898,1161
"6216",96572,445
"6217",93685,277
"6218",53786,172
"6219",26722,42
"6220",11132,20
"6221",5353,14
"6222",5325,2
"6223",3865,0
"6224",2363,0
"6225",21761,132
"6226",11029,76
"6227",8607,17
"6228",5993,31
"6229",5441,50
"6230",36799,70
"6231",26438,15
"6232",19025,272
"6233",15763,30
"6234",13382,28
"6235",124032,625
"6236",32296,210
"6237",22755,44
"6238",18750,24
"6239",17056,151
"6240",49637,9
"6241",49363,7
"6242",34796,0
"6243",33624,3
"6244",31263,0
"6246",60911,965
"6247",54847,285
"6248",44707,398
"6249",32835,980
"6250",243009,1098
"6251",199071,2392
"6252",70730,128
"6253",47499,286
"6254",41916,71
"6255",400731,4950
"6256",325742,1351
"6257",304420,518
"6258",146597,276
"6259",114695,229
"6260",95975,4289
"6261",45966,1419
"6262",34960,927
"6263",31255,606
"6264",26171,447
"6265",133281,4721
"6266",94410,4549
"6267",57535,2370
"6268",41244,645
"6269",28728,233
"6270",134167,422
"6271",133706,563
"6272",37510,48
"6273",33725,366
"6274",25838,21
"6275",40497,874
"6276",21638,1096
"6277",17370,319
"6278",11154,311
"6279",10607,178
"6280",55464,192
"6281",23098,65
"6282",20546,63
"6283",11139,18
"6284",10573,93
"6285",258600,645
"6286",144687,491
"6287",129050,142
"6288",82014,63
"6289",59050,52
"6290",69835,84
"6291",51171,14
"6292",45477,40
"6293",28525,16
"6294",24010,6
"6295",391800,8684
"6296",256280,9403
"6297",210148,917
"6298",109212,673
"6299",97277,202
"6300",77378,95
"6301",66632,265
"6302",45726,100
"6303",36598,88
"6304",28208,62
"6305",61343,246
"6306",31703,89
"6307",15846,9
"6308",13126,19
"6309",12804,12
"6310",213105,813
"6311",137680,274
"6312",111916,615
"6313",76971,132
"6314",46484,24
"6315",128084,269
"6316",95285,169
"6317",54298,251
"6318",26214,34
"6319",19112,18
"6320",665290,5422
"6321",297739,955
"6322",172105,938
"6323",142824,273
"6324",25315,16
"6325",19478,26
"6326",13748,1
"6327",11189,3
"6328",8874,1
"6329",26845,40
"6330",15578,13
"6331",13417,21
"6332",10616,66
"6333",5234,0
"6334",44629,123
"6335",42632,169
"6336",24552,27
"6337",23016,31
"6338",19864,7
"6339",98291,445
"6340",54090,249
"6341",41896,169
"6342",23045,155
"6343",19732,155
"6344",302015,2934
"6345",129323,1636
"6346",109471,725
"6347",70548,185
"6348",62549,224
"6349",92396,679
"6350",75033,212
"6351",63437,554
"6352",48500,224
"6353",44085,345
"6354",119582,3077
"6355",47516,720
"6356",28250,579
"6357",16911,77
"6358",11415,52
"6359",93320,945
"6360",32225,131
"6361",31299,15
"6362",17118,6
"6363",14689,15
"6364",23234,108
"6365",16497,28
"6366",13961,41
"6367",13010,11
"6368",12503,35
"6369",158176,455
"6370",84649,176
"6371",58873,117
"6372",42494,157
"6373",29545,33
"6374",32148,400
"6375",16731,68
"6376",15481,26
"6378",11927,58
"6379",23620,193
"6380",15164,228
"6381",10412,67
"6382",6186,11
"6383",5058,40
"6384",68504,108
"6385",54886,49
"6386",43231,55
"6387",31947,20
"6388",30859,22
"6389",46668,262
"6390",30559,169
"6391",26787,187
"6392",20532,87
"6393",16323,31
"6394",86169,642
"6395",64020,311
"6396",47846,193
"6397",35736,286
"6398",14623,18
"6399",222897,3507
"6400",190962,910
"6401",101017,347
"6402",65494,196
"6403",63727,451
"6404",26017,0
"6405",21099,0
"6406",12212,0
"6407",6710,0
"6408",4690,0
"6409",20653,11
"6410",18571,24
"6411",9910,9
"6412",8263,0
"6413",7603,1
"6414",165200,566
"6415",81508,205
"6416",53807,388
"6417",48415,316
"6418",48097,284
"6419",254709,1577
"6420",190714,1245
"6421",74234,238
"6422",58327,101
"6423",56500,124
"6424",161639,104
"6425",62566,69
"6426",47130,65
"6427",32657,17
"6428",22341,16
"6429",30326,39
"6430",19509,37
"6431",19182,199
"6432",15196,12
"6433",15112,35
"6434",151444,3075
"6435",76389,2135
"6436",40883,582
"6437",37526,400
"6438",21427,77
"6439",16962,4
"6440",13360,8
"6441",13187,4
"6442",11049,3
"6443",9810,275
"6444",531545,1539
"6445",343897,912
"6446",239158,776
"6447",167023,2041
"6448",154281,371
"6449",116147,456
"6450",78764,191
"6451",58609,817
"6452",33609,13
"6453",19722,13
"6454",441720,778
"6455",245198,966
"6456",139510,228
"6457",84783,16
"6458",63835,64
"6459",108081,227
"6460",59580,94
"6461",55603,143
"6462",49786,79
"6463",35226,83
"6464",495190,1365
"6465",402841,890
"6466",294573,3329
"6467",281561,1132
"6468",205575,655
"6469",75998,194
"6470",72754,109
"6471",31148,125
"6472",27062,23
"6473",17286,19
"6474",73134,152
"6475",48570,111
"6476",29331,109
"6477",23294,21
"6478",22643,185
"6479",116254,559
"6480",61190,717
"6481",56769,402
"6482",42928,412
"6483",33343,86
"6484",145788,102
"6485",48954,134
"6486",41378,12
"6487",29776,26
"6488",24763,89
"6489",257980,2073
"6490",97198,336
"6491",53230,87
"6492",45483,187
"6493",34799,62
"6494",98470,602
"6495",85054,705
"6496",30587,805
"6497",16685,44
"6498",15890,114
"6499",89131,462
"6500",42120,48
"6502",24279,12
"6503",19373,51
"6504",135926,2491
"6505",68215,273
"6506",44188,101
"6507",41899,404
"6508",24489,561
"6509",297816,23771
"6510",161149,1498
"6511",90506,1421
"6512",63138,430
"6513",52325,424
"6514",77126,2298
"6515",53308,133
"6516",25796,91
"6517",22747,53
"6518",21569,153
"6519",20829,165
"6520",14884,65
"6521",11170,3
"6522",9824,3
"6523",9453,22
"6524",205102,906
"6525",79290,256
"6526",74755,219
"6527",60614,131
"6528",42937,605
"6529",43324,945
"6530",21916,226
"6531",13096,72
"6532",11495,154
"6533",11438,524
"6534",37182,139
"6535",14194,23
"6536",9759,12
"6537",7263,4
"6538",6689,10
"6539",147016,1998
"6540",92448,1449
"6541",61572,25
"6542",56835,547
"6543",32155,202
"6544",145928,209
"6545",88816,445
"6546",64869,60
"6547",51091,132
"6548",47998,114
"6549",411994,315
"6550",271277,160
"6551",136146,129
"6552",120427,44
"6553",91809,50
"6554",240208,452
"6555",193597,407
"6556",151893,1891
"6557",76244,427
"6558",69040,399
"6559",44790,97
"6560",33184,13
"6561",26140,317
"6562",18705,28
"6563",17737,40
"6564",62554,184
"6565",45082,114
"6566",27131,95
"6567",22731,22
"6568",15504,17
"6569",121517,176
"6570",104958,59
"6571",91196,633
"6572",67482,73
"6573",59309,120
"6574",74040,110
"6575",37434,86
"6576",31917,38
"6577",18113,6
"6578",17446,47
"6579",178483,1074
"6580",123220,958
"6581",86375,151
"6582",74467,110
"6583",60689,47
"6584",16060,3109
"6585",13885,26
"6586",5694,4
"6587",5469,12
"6588",3306,1
"6589",11093,38
"6590",10056,38
"6591",4990,40
"6592",4808,27
"6593",4582,18
"6594",19904,17
"6595",18882,159
"6596",12907,51
"6597",10451,8
"6598",7237,6
"6599",30109,254
"6600",19023,47
"6601",15877,132
"6602",13677,200
"6603",7682,68
"6604",55474,322
"6605",40822,424
"6606",22037,109
"6607",17109,168
"6608",16102,123
"6609",396338,1089
"6610",325853,3884
"6611",233851,2120
"6612",124307,358
"6613",122320,224
"6614",31120,127
"6615",17342,84
"6616",10292,48
"6617",6629,23
"6618",5002,142
"6619",100879,250
"6620",40977,51
"6621",37922,131
"6622",23003,17
"6623",16629,27
"6624",190572,1541
"6626",92613,384
"6627",42529,71
"6628",38025,63
"6629",84019,389
"6630",68322,415
"6631",35957,59
"6632",21006,34
"6633",18554,93
"6634",263454,1157
"6635",168593,523
"6636",142224,694
"6637",126518,5810
"6638",96078,607
"6639",96933,373
"6640",86198,568
"6641",71181,526
"6642",40716,16
"6643",33525,20
"6644",95903,1039
"6645",17336,171
"6646",11441,34
"6647",7866,88
"6648",6114,50
"6649",45934,36
"6650",33392,52
"6651",15099,5
"6652",13452,21
"6653",10795,90
"6654",37853,169
"6655",22933,39
"6656",16932,32
"6657",14087,44
"6658",9361,32
"6659",112984,2063
"6660",77873,219
"6661",56674,640
"6662",46516,402
"6663",38292,212
"6664",43087,0
"6665",15276,0
"6666",14601,0
"6667",9855,0
"6668",8954,0
"6669",417945,1151
"6670",219968,218
"6671",218734,357
"6672",113063,78
"6673",91554,167
"6674",73161,180
"6675",59283,786
"6676",43861,386
"6677",21895,28
"6678",17573,34
"6679",28573,291
"6680",19909,71
"6681",12150,11
"6682",10360,10
"6683",8378,6
"6684",55796,1849
"6685",50767,2363
"6686",34886,596
"6687",26767,145
"6688",15434,152
"6689",72921,145
"6690",66762,1000
"6691",59065,331
"6692",51144,140
"6693",41037,356
"6694",258461,596
"6695",200407,765
"6696",144954,754
"6697",86244,193
"6698",81578,298
"6699",127395,475
"6700",61417,226
"6701",48292,833
"6702",43369,199
"6703",38928,106
"6704",145936,642
"6705",61670,137
"6706",37433,94
"6707",31329,183
"6708",30780,327
"6709",98693,1224
"6710",57881,597
"6711",38424,181
"6712",27103,267
"6713",19583,319
"6714",479076,6565
"6715",313228,1840
"6716",202480,807
"6717",118207,579
"6718",103191,337
"6719",137497,415
"6720",64112,278
"6721",55627,760
"6722",45326,110
"6723",37007,256
"6724",83365,1029
"6725",46214,698
"6726",36467,457
"6727",20301,106
"6728",18203,19
"6729",327209,2132
"6730",246490,1129
"6731",177420,243
"6732",140892,442
"6733",92321,604
"6734",202414,229
"6735",121844,86
"6736",85729,25
"6737",79027,126
"6738",64493,30
"6739",55254,147
"6740",27578,64
"6741",11070,18
"6742",8572,13
"6743",6806,10
"6744",62751,502
"6745",61517,324
"6746",52162,20
"6747",43456,141
"6748",24190,121
"6749",562396,2831
"6750",449220,958
"6751",415844,3421
"6752",258151,568
"6753",202919,165
"6754",76774,853
"6755",41903,211
"6756",36560,431
"6757",22079,72
"6758",18780,233
"6759",28345,70
"6760",23656,197
"6761",18900,178
"6762",12042,9
"6763",8625,214
"6764",76438,54
"6765",70579,235
"6766",36828,66
"6767",31843,45
"6768",20965,106
"6769",42520,116
"6770",34111,115
"6771",19608,81
"6772",17428,280
"6773",13873,40
"6774",25215,30
"6775",18677,307
"6776",9875,28
"6777",7682,11
"6778",7211,7
"6779",205122,714
"6780",123349,425
"6781",61989,96
"6782",56280,139
"6783",56229,24
"6784",253111,1114
"6785",85358,686
"6786",80106,937
"6787",67877,111
"6788",57278,15
"6789",94346,241
"6790",74419,278
"6791",61495,147
"6792",51646,278
"6793",33238,208
"6794",221743,859
"6795",92231,301
"6796",78277,261
"6797",65214,200
"6798",58305,279
"6799",335684,1005
"6800",177314,1104
"6801",167890,598
"6802",86681,234
"6803",78756,275
"6804",98561,677
"6805",43664,478
"6806",28041,27
"6807",20720,30
"6808",19430,58
"6809",45802,758
"6810",40219,112
"6811",37294,96
"6812",28962,323
"6813",22298,54
"6814",31356,345
"6815",18456,183
"6816",12879,75
"6817",7460,105
"6818",4545,160
"6819",83076,2086
"6820",52418,295
"6821",48668,6840
"6822",26993,264
"6823",23615,278
"6824",52748,195
"6825",17751,51
"6826",15925,61
"6827",12106,91
"6828",7843,30
"6829",104133,500
"6830",79799,172
"6831",68558,105
"6832",54426,18
"6833",41626,38
"6834",295635,1003
"6835",211981,674
"6836",135102,590
"6837",61446,103
"6838",42109,36
"6839",565967,4597
"6840",373669,2475
"6841",319894,3086
"6842",279425,4539
"6843",189733,436
"6844",145086,551
"6845",142024,203
"6846",139300,740
"6847",57397,107
"6848",46901,148
"6849",37352,624
"6850",23913,572
"6851",16410,46
"6852",14263,159
"6853",11551,92
"6854",24161,218
"6855",13339,93
"6856",10540,52
"6857",8630,77
"6858",7163,111
"6859",48228,232
"6860",40786,121
"6861",25207,74
"6862",18643,18
"6863",8441,20
"6864",165804,480
"6865",95525,213
"6866",76381,122
"6867",47938,111
"6868",34885,33
"6869",92785,39
"6870",49374,40
"6871",33584,19
"6872",21607,1
"6873",16856,0
"6874",165616,2191
"6875",98260,636
"6876",84483,283
"6877",47244,377
"6878",40122,185
"6879",56482,106
"6880",21203,54
"6881",11167,30
"6882",7168,21
"6883",5995,153
"6884",71178,189
"6885",48172,103
"6886",14576,81
"6887",13365,31
"6888",12278,45
"6889",129538,203
"6890",78244,326
"6891",68805,440
"6892",52752,60
"6893",48743,43
"6894",132919,1092
"6895",72663,427
"6896",63104,985
"6897",37096,136
"6898",32048,166
"6899",56586,100
"6900",27447,34
"6901",19795,130
"6902",13048,85
"6903",12599,94
"6904",176300,2730
"6905",56913,423
"6906",54161,998
"6907",44720,1108
"6908",34612,168
"6909",111240,248
"6910",85407,134
"6911",69016,112
"6912",62808,38
"6913",60306,67
"6914",145088,1239
"6915",71701,360
"6916",42500,565
"6917",26405,227
"6918",19739,250
"6919",386686,2576
"6920",186407,901
"6921",163623,224
"6922",147723,205
"6923",97979,134
"6924",160587,913
"6925",142076,694
"6926",80549,584
"6928",68488,442
"6929",69849,54
"6930",37310,17
"6931",30190,83
"6932",19779,28
"6933",17242,10
"6934",103279,795
"6935",56111,1791
"6936",45155,643
"6937",22353,162
"6938",19067,125
"6939",68130,1173
"6940",49855,99
"6941",35209,578
"6942",32623,486
"6943",20484,533
"6944",59208,1198
"6945",22353,272
"6946",13182,17
"6947",11258,121
"6948",7644,57
"6949",19065,81
"6950",10281,18
"6951",7161,88
"6952",4195,6
"6953",3844,20
"6954",56359,162
"6955",32685,211
"6956",25027,23
"6957",14563,201
"6958",13506,12
"6959",200560,4930
"6960",74893,268
"6961",69235,1242
"6962",61435,625
"6963",37526,1056
"6964",74809,300
"6965",61237,827
"6966",30838,420
"6967",26108,243
"6968",19173,66
"6969",123865,362
"6970",104969,847
"6971",38843,124
"6972",32855,308
"6973",18258,81
"6974",187092,1597
"6975",72287,345
"6976",62158,538
"6977",37686,359
"6978",36569,169
"6979",61276,638
"6980",31487,506
"6981",20091,87
"6982",16769,52
"6983",8651,129
"6984",71619,61
"6985",42194,250
"6986",22898,144
"6987",17657,49
"6988",15926,49
"6989",209858,454
"6990",83322,353
"6991",55130,76
"6992",51011,109
"6993",36499,96
"6994",181223,695
"6995",84984,277
"6996",55394,527
"6997",44612,156
"6998",39532,388
"6999",65006,248
"7000",37892,57
"7001",25215,29
"7002",21181,58
"7003",15469,27
"7004",566670,3816
"7005",420868,1462
"7006",229736,867
"7007",154727,408
"7008",102919,531
"7009",352967,3650
"7010",347801,1825
"7011",225355,792
"7012",204298,2255
"7013",153670,1041
"7014",119603,583
"7015",90333,345
"7016",85997,933
"7017",40496,268
"7018",29409,246
"7019",13267,0
"7020",8659,0
"7021",4248,0
"7022",2636,0
"7023",2334,0
"7024",203602,826
"7025",180363,1121
"7026",82239,574
"7027",62543,116
"7028",53510,57
"7029",90404,372
"7030",63114,673
"7031",56263,204
"7032",27355,25
"7033",25781,113
"7034",31458,41
"7035",22757,6
"7036",6173,1
"7037",6120,14
"7038",4353,1
"7039",370123,1585
"7040",207704,668
"7041",116969,409
"7043",65033,198
"7045",55311,250
"7046",42212,1092
"7047",25487,149
"7048",19754,3
"7049",35432,96
"7050",23661,171
"7051",13221,25
"7052",8786,62
"7053",8384,18
"7054",248690,832
"7055",106359,136
"7056",70067,46
"7057",64063,177
"7058",55445,304
"7059",287723,1435
"7060",235658,3499
"7061",217742,3733
"7062",151622,835
"7063",134143,532
"7064",7832,11
"7065",4500,5
"7066",3736,14
"7067",3183,5
"7068",2339,10
"7069",4691,0
"7070",3996,7
"7071",3554,4
"7072",3486,1
"7073",752,6
"7074",16708,8
"7075",7096,2
"7076",6555,1
"7077",5788,2
"7078",3539,0
"7079",23296,25
"7080",11386,3
"7081",8797,88
"7082",7889,6
"7083",4478,0
"7084",51321,377
"7085",20174,326
"7086",12648,41
"7087",10928,45
"7088",10060,54
"7089",13540,0
"7090",6305,0
"7091",4203,0
"7092",3762,0
"7093",2579,0
"7094",40736,273
"7095",20974,210
"7096",16300,139
"7097",14555,75
"7098",12581,168
"7099",65240,254
"7100",31117,170
"7101",30865,415
"7102",21892,15
"7103",13756,27
"7104",32093,126
"7105",27110,160
"7106",15560,20
"7107",13573,89
"7108",7537,12
"7109",110870,289
"7110",44383,172
"7111",43435,168
"7112",34636,34
"7113",29848,75
"7114",84827,365
"7115",48379,141
"7116",45007,364
"7117",39758,31
"7118",36902,115
"7119",12469,41
"7120",6573,1
"7121",4980,1
"7122",4127,0
"7123",3465,1
"7124",155599,990
"7125",124482,1186
"7126",115124,1297
"7127",95022,397
"7128",40252,73
"7129",21925,70
"7130",12374,17
"7131",8925,206
"7132",5409,20
"7133",4314,4
"7134",73677,1224
"7135",56737,937
"7136",52951,1445
"7137",32743,626
"7138",29029,185
"7139",26824,66
"7140",10689,27
"7141",7570,65
"7142",6687,28
"7143",5183,9
"7144",42933,71
"7145",21951,82
