,userid,commentid,username,content,timeStr,likedcount,hug,replycount
12,272626973,5905359464,滴答丶滴,嵩哥啥时候这么多歌是VIP才能听的了[流泪],昨天15:33,1,FALSE,0
13,369411049,5905332313,子衿--------------------------,这个女孩的声音也太好听了,昨天14:04,0,FALSE,0
14,1556954756,5904907503,月在杯中,哎怎么就这样了呢,2天前,1,FALSE,0
0,3978924486,5905762294,偶尔发呆的军师,这是她喜欢的歌曲，和她没有联系l，只能听过她听过的歌，走过她走的路，听完就结束重新生活，这是第29首,9:05,0,FALSE,0
1,1509200696,5904546123,Swpn,有时候，我们宁愿变成一条鱼，七秒一过就什么都忘记，曾经遇到的人，曾经做过的事，都可以烟消云散…[痛苦],3天前,1,FALSE,0
2,1894846492,5904361375,大米是甜的,雨爱是我年少时单曲循环之一,3天前,0,FALSE,0
3,530819717,5902693947,好多鱼的粥,我长得好像金鱼,6天前,0,FALSE,0
4,3696091449,5897952344,七七_wv,找个男朋友一起听歌,4月28日,3,FALSE,0
5,290407167,5896810467,那我不熬了吧,那天他告诉我知道我是真的很爱他但是他一味的伤害我这是为什么呢,4月26日,0,FALSE,0
6,607536897,5895201383,是小顾呀呀,有时候，我们宁愿变成一条鱼，七秒一过就什么都忘记，曾经遇到的人，曾经做过的事，都可以烟消云散…,4月23日,0,FALSE,0
7,121274046,5888149372,Sixsunjingjing,我是真的很难过。,4月10日,0,FALSE,0
8,1482975312,5886999648,和光尘心,和周深的声音好像[大哭],4月9日,0,FALSE,0
9,295450578,5880199065,一生干净爱自由,别听网易了，它教不会你什么是爱情。我听了十万首歌都不懂这两个字！,3月31日,0,FALSE,0
10,356009778,5878261128,ueyolI,当两具身体开始发烫，灵魂便开始结冰。,3月28日,1,FALSE,0
11,3359496698,5875216590,逃离地球躲避丧尸危机,随便我只是一个试验品,3月22日,0,FALSE,0
12,1739704771,5875159033,十分好康,每一个音符好像载着雨水，一飘过就流下眼泪。,3月22日,4,FALSE,0
13,1338325548,5874647683,不吃鸡蛋患者,杨丞琳能不能去声生不息飞行下,3月21日,3,FALSE,0
14,555522932,5873961689,園澔,相心今心,3月20日,0,FALSE,0
0,3313997720,5905751156,未翎不是0,到现在想起来还是觉得不可思议。我竟然真的和喜欢的人在一起了☆而且我们竟然是双向暗恋hhh就是说感觉我们两个都有点笨，其实都早就猜到对方也喜欢自己，但怎么也不敢相信hhh希望能和他长长久久吧～,8:27,0,FALSE,0
1,321067691,5905276551,云居然,田田,昨天11:15,0,FALSE,0
2,4045030534,5904590913,小u郁_qi,祝大家都有甜甜的爱情~,3天前,0,FALSE,0
3,3966484158,5903910425,Thorn先生,甜老板[亲亲][亲亲][亲亲][亲亲][亲亲],4天前,0,FALSE,0
4,1739597975,5903777412,云轻拥月亮_NGWm,突然很想念高中的一个男同桌,4天前,1,FALSE,0
5,84783297,5903372295,给你的耳朵洗洗澡吧,太甜了吧！,5天前,1,FALSE,0
6,6387628354,5903141248,小曦-Bonnie,李明德！谈宋[色]爱了,6天前,2,FALSE,0
7,1885599449,5902635728,YUOICI,年轻的时候就爱听这首歌，哎呦老了，还是爱听，太甜了，这样幻想中的爱情也是这么甜，我还是多做做梦吧emmmm,6天前,3,FALSE,0
8,633400966,5902189869,浮木吗,可是这首歌不是抄袭吗…,7天前,0,FALSE,0
9,1586102907,5902008711,那片星空那片海180906,太甜啦,5月5日,0,FALSE,0
10,1696753685,5901707682,千进鸭,小田那时候认识你，我只是个剧粉，所以后面营销号的炒作我只能说没好感了，但你好像也有很多自己的小可爱啦，祝你多接好戏。陈最我一直惦念着你，都23年了，难忘今宵在一起了嘛,5月5日,3,FALSE,2
11,472982092,5901620612,游人渐稀o,糖尿病都犯了,5月5日,0,FALSE,0
12,1870397317,5901421392,琪克力-,甜歌天花板,5月4日,0,FALSE,0
13,1841043988,5901372117,雾扰w_,曾经让你心动过的人，又怎么可能只会让你心动一次呢,5月4日,1,FALSE,0
14,1475350900,5900943099,Chihiro_ts,甜到了[大笑],5月3日,0,FALSE,0
0,565084864,5905372026,Sky_luminous,我讨厌你。,昨天16:06,0,FALSE,0
1,1307256925,5905046956,#NAME?,你知道吗沉默就是答案,2天前,0,FALSE,0
2,474364660,5904663533,-15,是不是每次太喜欢一个人那个人就不会喜欢我,3天前,3,FALSE,0
3,623860576,5904547795,逃离远时桥,你骗我的样子跟天桥下贴膜的一样认真[弱],3天前,0,FALSE,0
4,5074850661,5904250250,没用的星期八,我知道他很讨厌我可我的爱抑制不住,3天前,0,FALSE,0
5,1374969707,5903659581,itisanotherday,今天在一起一百天噜！给他写了一封信，信的开头说搭配fine乐团《讨厌》收看效果更佳，他刚刚说他看完了，看了两首讨厌的时间哈哈哈,4天前,0,FALSE,0
6,1497680293,5903624286,爱喝奶茶的小叮当,真不合适可我就喜欢他而已,4天前,0,FALSE,0
7,431614054,5902753084,流心蛋黄酥w,臭男人，真难忘,6天前,0,FALSE,0
8,376359559,5902197500,是考拉的树,“讨厌就是喜欢”我曾很喜欢你也很讨厌你,7天前,0,FALSE,0
9,1485539678,5902163913,Sixl0ve7,很多事儿我也可以自己做到,7天前,0,FALSE,0
10,38403018,5901753919,-網上鄰居-,听了现场,5月5日,2,FALSE,0
11,6468619882,5901670968,奇怪的賢,第一次听现场一直期待会有讨厌，但生活不就是这样嘛总是有遗憾,5月5日,0,FALSE,0
12,61604110,5901517776,花在晒太阳,我有点难过我们会在这里相遇吗,5月4日,0,FALSE,0
13,321362920,5901242679,一叶倾洲,能够继续和平相处是不是不喜欢了,5月4日,0,FALSE,0
14,513104049,5901117191,ReforU,我不想在意你了放过我吧,5月4日,0,FALSE,0
0,405629307,5902067855,葵花凉爽很快活,好耳熟的旋律,7天前,0,FALSE,0
1,1754457040,5901880621,分散的云像心情,勉强,5月5日,0,FALSE,0
2,5209973626,5901855979,晚馨2110,勉强真的不会有好结果的,5月5日,0,FALSE,0
3,1467454897,5900383296,赣淸牠孃,辨识度太高了,5月2日,0,FALSE,0
4,590532302,5899894146,YeAnnier,不勉强了这次真的不会再打扰你了,5月1日,0,FALSE,0
5,1765786670,5899039920,我的love可不冷,[多多大笑],4月30日,0,FALSE,0
6,368658391,5898861064,五岁就会睡觉,备忘录喝完了撒娇说你是最特别的哈哈哈原来我们都一样用同样的方式爱每一个人企图在这些人里找到所谓真爱所谓救赎,4月30日,0,FALSE,0
7,3923124242,5897543436,麦烧胡球,都开心点吧，哪有什么了不起的，对吧,4月27日,1,FALSE,0
8,16570082,5896163343,lavita511,不开心就不开心，没什么原因,4月25日,1,FALSE,0
9,1726331698,5895505434,奕滐,即使陆地上的世界，比河里精彩百倍，这也是这条鱼承受不起的,4月23日,5,FALSE,0
10,1726331698,5895505432,奕滐,不管外界如何，都要保留自己心中的那份温暖善意,4月23日,2,FALSE,0
11,1726331698,5895501658,奕滐,生活就像一块巧克力，你永远不知道下一块是什么味道,4月23日,2,FALSE,0
12,1726331698,5895506132,奕滐,有时只是随手一个动作，就能触发好的习惯,4月23日,2,FALSE,0
13,1726331698,5895503601,奕滐,把敏感的情绪留给那些少数的、值得的人,4月23日,2,FALSE,0
14,547955895,5893238783,乌龙茶味桃宝,我们的这首歌唱不完就别勉强,4月21日,3,FALSE,0
0,1924882537,5905871810,kuaile_tvz,?|陪你看日落的人比日出浪漫???，就在日升月落里再爱一次人间???,1分钟前,1,FALSE,0
1,6487068957,5905864274,极zzjy,明天在哪里,14分钟前,0,FALSE,0
2,3284869977,5905860938,徒掠-,中考顺利,23分钟前,0,FALSE,0
3,1795199593,5905826326,杨太真啊,能实现我们的预言,11:41,0,FALSE,0
4,8175935897,5905795184,呜呼__7,一定要考上五中,10:27,0,FALSE,0
5,8175935897,5905792656,呜呼__7,中考顺利,10:26,0,FALSE,0
6,5008657673,5905785449,烦心事永远打烊-_,距离中考还有39天，一定能上岸！考上四中!一定能行!加油！！！七月来还愿哟[多多大笑],10:09,2,FALSE,0
7,288285185,5905761468,小饼嘟嘟,我的明天苦读18年的青春快要结束了。,9:05,1,FALSE,0
8,8072099159,5905740433,22_223,会考上吗或许吧,7:58,0,FALSE,0
9,8072099159,5905743012,22_223,上了重点初中晚自习10:00多的校园内都是学生的叹气声6:00的教室内都是学生的朗读声宣誓的过程中我想什么是未来未来是在学校拼命读书才会好吗初一不断加课物理化学初一二就学了初二就会面临中考初三学高中知识一天不到7小时睡眠时间这是我真正想要的吗或许吧,7:55,0,FALSE,0
10,1771803768,5905715194,奶粉给你扬辽,还有20多天高考，明天还要上学，可是睡不着，总是害怕考不上，每天浑浑噩噩，总感觉干什么都在浪费时间，但是我还是真的很希望能得到想要的结果，希望下次再看到是我顺利考上的时候[蛋仔疲惫][蛋仔疲惫],4:18,0,FALSE,0
11,2093933539,5905655700,就要写,2023年了上一次听是19年初一的时候,0:54,0,FALSE,0
12,248493337,5905657184,抓个帅哥当老公,小鹿，充斥着我青春时光的人，那些关于你的记忆已经越来越模糊了,0:51,1,FALSE,0
13,1681594501,5905618397,FFFFcoo,还有25天高考我一定要上一本！,0:04,4,FALSE,1
14,578065698,5905603698,-不过空梦一场-,还记得当年电影院看重返二十岁放这首歌的那一幕,昨天23:53,1,FALSE,0
0,2046400931,5905867085,绿野桃泡冰恋与潮汐,慕容云海，楚雨荨已是过去式,8分钟前,0,FALSE,0
1,46198853,5905575725,阿豆先森,来了,昨天23:11,0,FALSE,0
2,269358646,5905497994,柚子与风,来了,昨天21:00,1,FALSE,0
3,625331795,5905230270,阿岳可以超级暖,还有人在听吗,昨天08:23,5,FALSE,0
4,1941547162,5905049231,Season-盼盼,那时候我才上3年级，真怀念以前的夏天,2天前,1,FALSE,0
5,292145759,5905040807,叶子鹿lu,那时候我还是初中，一转眼工作都几年了,2天前,0,FALSE,0
6,539421953,5904981610,情绪博物馆,19,2天前,0,FALSE,0
7,3871200065,5904715830,南若玖,2023年5月11日，留个纪念[大笑][大笑],2天前,1,FALSE,0
8,8444778220,5904575735,阳光开朗小朋友,以前戏里站雨荨和云海，戏外站小爽和灏明，青春啊，再也看不到他们同框了,3天前,3,FALSE,0
9,1373895497,5904072523,困啦呼呼睡,今天出去玩啦用这个BGM,4天前,1,FALSE,0
10,507536800,5903845107,周情绪控,2023年5月9号,4天前,1,FALSE,0
11,500464875,5903601707,洛黎LUO_UIR,23年5月还在听,5天前,4,FALSE,0
12,500464875,5903601700,洛黎LUO_UIR,23年5月还在听,5天前,0,FALSE,0
13,2116226147,5903186427,诺宝爱哭鬼,这个时候的张翰还不是油王,5天前,7,FALSE,0
14,486016546,5902954718,R_祝我快乐,2023年还有人听吗？我的意难平啊[星星],6天前,6,FALSE,0
0,1767904486,5905592758,Westside__,夏天还是悄悄的来了,昨天23:28,0,FALSE,0
1,1493576244,5904697402,qqmcebalabala,是夏天要来了。,2天前,3,FALSE,0
2,385285523,5904346098,资深网易云波某,主页拿七天黑胶会员[云抱抱],3天前,0,FALSE,0
3,446761338,5904242162,_每天睡个好觉-,→←两手指向中间滑你会发现神奇的一幕[可爱],3天前,5,FALSE,1
4,2046400931,5904034839,绿野桃泡冰恋与潮汐,当原则遇上心动就会不停的破例,4天前,0,FALSE,0
5,1942968782,5903759282,L_Y_X_11,这可不是简单的音乐，这是我的青春,4天前,2,FALSE,0
6,607235565,5903485376,茜茜甜心-sweety,我对你的吸引力有多大呢？,5天前,0,FALSE,0
7,1992076227,5903479758,俺叫铁柱呢,人这一辈子千万不要马虎两件事，一是找对妻子，二是找对事业，太阳升起时要投身事业，太阳落山时要与爱人相拥的。我们终其一生，都在寻找两件事，一是价值感，二是归属感，价值感来源于肯定，归属感来源于被爱！,5天前,3,FALSE,0
8,1563538543,5903060512,晚安Dles,喜欢这首歌的我，会不会真的跟不上这个时代了,6天前,0,FALSE,0
9,1480183551,5902563416,是俊杰啊_W,时隔多年有来听了,6天前,0,FALSE,0
10,1901751394,5902281045,白洒缺,三观合，三言两语，三生有幸—————《全世界对不起你》,7天前,0,FALSE,0
11,7975853921,5901458804,记住羡林_,自由和快乐才是人类的主旨.,5月4日,1,FALSE,0
12,7975853921,5901456111,记住羡林_,或许自由更胜一筹.,5月4日,1,FALSE,0
13,7975853921,5901454434,记住羡林_,自由和快乐才是人类的主旨,5月4日,1,FALSE,0
14,7975853921,5901457821,记住羡林_,因为看清所以看轻.,5月4日,1,FALSE,0
0,3873234467,5901523905,G-u-a-r-d-,东拼西凑来的歌[汗],5月4日,0,FALSE,0
1,343614416,5899853608,曈矇z,5.1日推打卡[多多比耶],5月1日,0,FALSE,0
2,417928690,5898859628,鹏宇lee,我相信爱情，更相信你?@笑弄清风_,4月30日,1,FALSE,2
3,503928887,5898209464,笑弄清风_,我不相信爱情，但我相信你呀～?@鹏宇lee,4月28日,1,FALSE,1
4,429434275,5896820776,韦驼,[发怒][发怒],4月26日,0,FALSE,0
5,323644004,5896669863,苏清命,你是世间唯一，你就是凡世独一无二的存在。你终究会是某些人，无可替代的珍宝。,4月26日,1,FALSE,0
6,472508751,5895909911,86跑山,穿梭时间的画面的钟没得抄了吗是……,4月24日,1,FALSE,0
7,3696091449,5895673590,七七_wv,找个男朋友、一起听歌呀,4月24日,1,FALSE,0
8,643186810,5893660101,清沽窥镜,喜欢你是欢快的溪流流淌声,4月20日,0,FALSE,0
9,564249982,5893577217,有些话没说有些梦没做,上了个厕所，被某人看视频吵的睡不着了，起来煮了个饭，我想你根本不爱我，爱我的话，为什么总是这么自私呢？……想到很多不开心的事情，戴上耳机，打开网易云，第一首就是这个，心情瞬间好点了……,4月20日,0,FALSE,0
10,1519715325,5892726806,是小萍哟,ji?yuu?n?y,4月18日,0,FALSE,0
11,1695782174,5891949603,退堂鼓特级演奏大师,我差点就夏天~白昼~[流感],4月17日,3,FALSE,0
12,1516756214,5889853972,君捷-,快给我一巴掌，好甜，听得想找人谈恋爱了,4月13日,1,FALSE,0
13,485284419,5889357343,#NAME?,穿梭时间～[狗],4月12日,0,FALSE,0
14,8087296462,5889254887,飞升_,梦宇宙星河[憨笑],4月12日,0,FALSE,0
0,48342342,5905796518,事事都会顺利,一定要抢到票！,10:34,0,FALSE,1
1,48342342,5905797281,事事都会顺利,呜呜呜我要在深圳场听到这一首,10:34,0,FALSE,1
2,77645624,5905735375,忽如远行客zhp,我想知道，我能还能再拥抱吗？,7:31,0,FALSE,0
3,281610084,5905700076,盛夏林中野人Pine,今夜过后就不再恨你。,2:43,0,FALSE,0
4,1549889588,5905699038,G_yiiiw,晚上听完咯,2:42,0,FALSE,0
5,368638246,5905540816,AOBINGYI,6月3日，鸟巢演唱会今年最后一场，有缘人北京见[大笑][大笑][大笑],昨天22:13,1,FALSE,0
6,1694984942,5905302523,就是阿星7,5.31555的有小伙伴陪我一起嘛？,昨天12:39,0,FALSE,0
7,82767041,5905236427,meGODV,725,昨天08:49,0,FALSE,0
8,330164929,5905191981,一个炫饭小能手,我抢到鸟巢的票了！！！！,昨天02:53,3,FALSE,0
9,323874208,5905170957,Beauterflies,哪一个人爱我。,昨天01:17,0,FALSE,0
10,532890750,5905096363,小小边beakyhun,15天后，我去现场听你唱我最爱的歌,2天前,2,FALSE,0
11,74173488,5905078580,墩猪,Dm7和弦有事吗想一头撞死这个和弦,2天前,0,FALSE,0
12,338056739,5904312674,可乐加冰捞饭,怎么不像我以前听的,3天前,0,FALSE,0
13,128117433,5904225386,You-ooh,北京见啦,3天前,4,FALSE,0
14,482871544,5904178892,刚刚跑过几万里,那一个人爱我将我的手紧握,3天前,0,FALSE,0
0,1430995886,5905703366,别带耳机睡觉,是啊每个人或许都是对方一生中的一个小小的插曲我们不能强求任何人留下突然的改变猝不及防的结尾我所没料到所发生的一切我所经历的我只能说当作一场梦现在梦该醒了我是说所有的梦,3:04,0,FALSE,0
1,8543355328,5905606639,_Undeadlove,嘴是软的为何言语如此锋利,昨天23:57,0,FALSE,0
2,62323875,5905509539,绵羊噜噜,“Oliver，人生总有遗憾是吗”,昨天21:23,0,FALSE,0
3,121599288,5905487815,小圈圈qqq,什么时候来演唱会啊北京！啊啊啊,昨天20:39,0,FALSE,0
4,441558745,5905338516,__梓_,行动就是答案所以我从来不问为什么,昨天14:24,2,FALSE,0
5,324469233,5905190722,雯雯要开心呀,放他走吧执念太深没用的执念太深伤害自己又能怎么样他不会回来的了,昨天03:00,1,FALSE,0
6,1759783784,5904730644,LINHEN_,已经往前走了但有时还是想不通,2天前,1,FALSE,0
7,322650372,5904710737,是uyyu,谁都没错都认真的爱过,2天前,0,FALSE,0
8,509851401,5904272393,l演绎a,好可惜啊，再没遇见过你,3天前,0,FALSE,0
9,65379447,5903930317,猫猫不知道鲸鱼座,暧昧真的好上头，但是再往前一步就什么都没了,4天前,0,FALSE,0
10,578253054,5903820253,忐忑的小孙,爱的折磨原因只有一个其中有一个不够爱,4天前,4,FALSE,0
11,6456451170,5903686387,小羊柔串子,特别心疼那种女孩看上去高傲冷漠难以接近其实缺乏安全感有时候又有些自卑遇到事会设身处地的为他人着想但又不希望别人对自己太好生怕亏欠对方太多还不了这样的女孩既懂事又敏感遇到这样的女孩是你上辈子修来的福遇上了一定要好好爱她啊,4天前,1,FALSE,0
12,615243384,5903341514,zyy2023,我只想说我认真的爱过,5天前,0,FALSE,0
13,341240257,5903229396,梓豪oreo,很痛苦很想你,5天前,0,FALSE,0
14,1360308049,5903212700,_-孤独者_,只可惜我没能和你迎来炽热的夏天,5天前,2,FALSE,0
0,448393786,5259518236,一个fullmoon,角（jue）力,2021/3/9,9,FALSE,0
1,513726230,5259496155,轻舟浮力渡,开口就是杰伦的味，还真是,2021/3/9,12,FALSE,0
2,251884227,5259479164,讨厌草莓-,如果你主动了还是没有结果那就不叫错过了,2021/3/9,6,FALSE,1
3,333464359,5259395733,橘子酸v,duh3，这是你喜欢歌单里的第17首歌。你会不会怪我不辞而别呢？我怕我说了再见，你就真的和我再见了。,2021/3/9,0,FALSE,0
4,1302724063,5259114627,Vanish1712,这调调快听串了,2021/3/8,3,FALSE,0
5,433978630,5258602454,KIMBOOBIN,每次看到she的歌我就会想起小学同桌蔡婷婷...她在天国应该也很好吧...在我的记忆里，她永远是那个上课抄she歌词的女孩子，高高的个子，人超温柔超好的，好想她啊?_??,2021/3/8,8,FALSE,0
6,1592810290,5258545729,广羽人三的音乐世界,每次听S.H.E唱歌就会回复原来不浮躁的自己[流泪],2021/3/7,6,FALSE,0
7,383490584,5258516338,可奶豆,怎么可以对淋在雨里的小孩说要乖。,2021/3/7,0,FALSE,0
8,366990369,5258486661,az左颜的大海,周杰伦很久不出新歌了,2021/3/7,0,FALSE,1
9,121783323,5258142754,Sybil-yan,爱我还是爱你，你选择了自己。好的，我以后也要选择自己了。,2021/3/7,4,FALSE,0
10,4889562573,5258015107,帐号已注销,该彻底放下了不能再发对他思念的话去打扰人家给自己一个期限,2021/3/7,6,FALSE,2
11,129735328,5257865579,一位帅得不太明显的胖子,只剩下钢琴陪我站在这里.,2021/3/7,3,FALSE,0
12,268621754,5257532743,是一铭吖,花落下的时候没死，风捡起花，又丢下，花才死了。,2021/3/6,3,FALSE,0
13,256078507,5257226539,羊角面包C,还不错,2021/3/6,0,FALSE,0
14,1310093600,5257071469,未一年i,为什么不是原版的改调了,2021/3/6,0,FALSE,0
0,3891874588,5905770021,欺唇,我敷衍的文字里被你看出委屈我以为你会心疼我但是你好像很烦,9:27,1,FALSE,0
1,6287150367,5905672680,回忆如冬渐远,那时的我扬言要跟你永远,1:27,0,FALSE,0
2,6409270975,5905641547,i边边_3QfI,我一定要上岸,0:30,0,FALSE,0
3,2132823545,5905581744,滥情小妈,逢人就炫耀的玫瑰枯萎了怎么收场,昨天23:15,2,FALSE,0
4,3397252097,5905224332,泪翻,小乖正因电影总是太仁慈让破镜重圆让旧梦重温让走失的人再相遇让没爱够的人继续爱我想正是因为现实中无法实现的东西出现在电影里我们才会为之流泪的吧,昨天08:00,0,FALSE,0
5,8152154702,5905180737,绷带人生,打卡,昨天01:43,0,FALSE,0
6,1671918525,5905121026,返程_16,流星雨又来临偷听我的秘密,2天前,0,FALSE,0
7,551843985,5905103653,谁小羊丢了,友情带来的伤害不亚于爱情,2天前,7,FALSE,0
8,4929459949,5905073061,陳景深217_,很开心曾宇,2天前,0,FALSE,0
9,394777798,5904969335,星辰大海_旷野雨落,就算费劲了力气又回到原地。,2天前,0,FALSE,0
10,1572725612,5904930144,小龙狐仙,“不止你一人有回忆，我只是不想破坏了那段最纯的专属小时候才有的情谊”,2天前,0,FALSE,0
11,488286857,5904904037,念今夕明眉皓目,重刷流星雨，过来重温专辑，回忆往上涌,2天前,0,FALSE,0
12,1935511652,5904860920,鱼忘七7,现在这部剧…可惜了,2天前,5,FALSE,0
13,8152154702,5904858276,绷带人生,打卡,2天前,0,FALSE,0
14,324956772,5904737971,Lll_TiAmo,一转眼魏晨都当爸了,2天前,1,FALSE,0
0,1866348755,5905758344,上藕下啰,格局打开,8:57,0,FALSE,0
1,394968197,5905600539,反骨可爱多,怎么就想你了呢哈哈,昨天23:48,0,FALSE,0
2,5202443565,5905369490,語諠,好干净的感觉[星星眼],昨天15:58,0,FALSE,0
3,1926846370,5905165985,BESNFR,等风来不如追风去！,昨天01:02,2,FALSE,0
4,370600299,5904842024,未见十三,夏天快到了，又开始单曲循环,2天前,0,FALSE,0
5,1550177086,5904807223,houev,好听,2天前,0,FALSE,0
6,479930923,5904802668,派派派派大兴兴,珊珊,2天前,0,FALSE,0
7,602909353,5904803437,努力站桩的奶酪XZQ,啊啊啊啊啊太湖湾的开场当时刚刚赶到现场，现场好绝，苏到心里（本人非粉是为了去听薛之谦的），真的被颜人中现场打到了,2天前,1,FALSE,0
8,313955237,5903904837,一只鱼Seven7,最美的是共同经历的故事和回忆，然后一切也就只能随风插肩而过。,4天前,0,FALSE,0
9,1775734363,5903419053,wooooo_w,[星星],5天前,1,FALSE,0
10,1827406343,5903378760,森然今晚几点睡,时间是-种不可赎回的事，也许不负光阴，就是最好的努力，而努力就是最好的自己。我们摔不及防地长大，跌跌撞撞地成长，回头望，那些记忆中的自己似乎已经日渐模糊了。相信所有的付出皆有意义。花会沿路盛开，你以后的路也是。,5天前,1,FALSE,0
11,2117477122,5903357808,悠悠清风吹,希望囿囿永远有趣，永远快乐,5天前,1,FALSE,0
12,2117477122,5903354684,悠悠清风吹,希望瓜瓜向阳而生，随心就好,5天前,0,FALSE,0
13,2117477122,5903353527,悠悠清风吹,希望我每天都有花不完的钱钱[色],5天前,0,FALSE,0
14,3282844216,5902812420,7knz,我深知自己困不住你所以我不言不语,6天前,0,FALSE,0
0,8313846966,5905820746,shiyen_0313,嘉嘉missyou,11:22,0,FALSE,0
1,364139184,5905586724,武艺唯,你应该祝我这辈子跟你再也没有任何交集,昨天23:28,1,FALSE,0
2,1432917866,5905257720,想吃章鱼烧啊,好温柔的嗓音啊，沦陷了,昨天10:09,1,FALSE,0
3,1432917866,5905258439,想吃章鱼烧啊,,昨天10:08,0,FALSE,0
4,318349273,5904856779,爱喝矿泉水的褚师依琴,家人们谁懂啊啊啊啊！！刚听完英文版顺着就听到了嘎嘎含量更高的中文版在此立誓拿到心仪学校offer后一定去线下（算是给自己的激励了哈哈哈,2天前,2,FALSE,0
5,428508407,5904285326,乱七八糟的垃圾桶,,3天前,0,FALSE,0
6,397194931,5903909620,FM-l10,,4天前,0,FALSE,0
7,503129009,5903674445,寂岚-,,4天前,0,FALSE,0
8,120148694,5903660597,奇怪我怎么知道,,4天前,0,FALSE,0
9,1310557454,5903596027,我是小程同学-,嘎嘎好久不见~,5天前,0,FALSE,0
10,85827124,5903227425,源奶光光,爱你三千次,5天前,1,FALSE,0
11,1592085671,5903044898,issxt,[钟情],6天前,0,FALSE,0
12,2060814600,5902902768,lvlvlvlulvlvlv,[色][色],6天前,0,FALSE,0
13,1475355562,5902491867,秋梓夏至,[多多大笑],7天前,0,FALSE,0
14,1688174581,5902199218,山下智十八,,7天前,0,FALSE,0
0,1468694682,5904883895,数sheepeee,明天见面应该带着什么情绪和表情呢/或者是什么身份呢/我消化了三天也不知道应该怎么样抽离出来/,2天前,1,FALSE,0
1,542068890,5903293096,dreamseekerx,有没有这个版本的贝斯谱啊，好喜欢[流泪],5天前,0,FALSE,0
2,3696091449,5901264879,七七_wv,找个男朋友一起听歌呀,5月4日,1,FALSE,0
3,392692768,5901021751,WenHhao许,[皱眉]再见,5月3日,0,FALSE,0
4,1512101965,5895964344,SMC_28,恋爱脑都没你恐怖,4月24日,2,FALSE,0
5,1619774698,5895306357,lindoarmas,外面正在下着雨今天是星期二,4月23日,5,FALSE,0
6,643171002,5895294653,小M同学心情好,如果再来一次你一定会赢张琪琪,4月23日,0,FALSE,0
7,3345660105,5895154347,小羊-apr,可是胖奇，你知道原生家庭不幸福的人，是很悲哀的，就如同我一样，不配拥有这一切,4月23日,0,FALSE,0
8,331173783,5894516036,默_4c05,经常梦到，梦醒了，不敢打扰，默默的。遗憾吧,4月21日,0,FALSE,0
9,585181509,5892277864,沉揽c,[多多可怜],4月17日,0,FALSE,0
10,70535735,5892246269,2021年我能,啥时候live呢？,4月17日,0,FALSE,0
11,285975113,5890408414,达不成共识,这首歌流星花园的BGM,4月14日,0,FALSE,0
12,1436498827,5890140879,好奇宝宝Yes,我要的爱[亲][猪][亲]从你的??到我的??纯粹、真诚?嗯玛[嘴唇]晚安?先！！,4月13日,0,FALSE,0
13,506838062,5888464685,星下序,我可爱死r&b了,4月11日,0,FALSE,0
14,1548351462,5887629372,Feereer,一晃又三年,4月9日,1,FALSE,0
0,8178573968,5904960369,猫宁-喵--,无邪的代价是孤独，在经历了最险恶的人心之后谁也无法天真无邪,2天前,0,FALSE,0
1,3696091449,5903462024,七七_wv,找个男朋友一起听歌呀,5天前,1,FALSE,0
2,4961886738,5899887974,MoiraLacie,怎么会有这么好听的歌！！！[色],5月1日,1,FALSE,0
3,1385063297,5882491998,豆包025,这首歌和莫等我都好喜欢啊！懒洋洋的,4月3日,0,FALSE,0
4,1773430585,5879433082,要不要买邵帅,想硕硕了,3月30日,0,FALSE,0
5,635780599,5878976934,蘇唯卿,人终将因为年少不可得之物困其一生。,3月29日,3,FALSE,0
6,3933478364,5878215765,天下-夜枭,把左手把右手大拇指往这划大拇指放这里放这里,3月27日,2,FALSE,0
7,1659048799,5874455075,花开半夏_SuoM,买了水果，买了菜，买了酸奶…回家接受两小只的撒娇…又得抱，又得撸毛，撒娇的猫咪最好命啊！???,3月21日,1,FALSE,0
8,1659048799,5873974933,花开半夏_SuoM,太喜欢他这个玩世不恭，慵懒，随性的嗓音了~,3月20日,2,FALSE,0
9,1572829391,5872924809,Q憨憨的听歌日常,今年是下凡体验生活的第29个年头[吐舌],3月18日,1,FALSE,0
10,1942386288,5872889426,mabikel,这个歌手是不是唱下山的那个,3月18日,0,FALSE,0
11,1659048799,5872728731,花开半夏_SuoM,用魔法打败魔法！突然好开心…???,3月18日,1,FALSE,0
12,1659048799,5870685865,花开半夏_SuoM,还是这首风格甚合我意…???,3月14日,1,FALSE,0
13,1659048799,5870679916,花开半夏_SuoM,刚听打球姐姐说：“一上午没喝一口水”我心想：“我喝了一壶茶?，两杯咖啡??，眼睛精神的像铜铃?，真是一点都不困了，精力旺盛了??”,3月14日,1,FALSE,0
14,1659048799,5870662617,花开半夏_SuoM,喝了两杯咖啡，一杯茶，是不困了，但是精神大劲了???,3月14日,1,FALSE,0
0,513970312,5905826114,Yuzuty,今年是第五个九月底老余[爱心],11:38,0,FALSE,0
1,1876723880,5905571778,Jasmine_yiii,要怎么忘记你,昨天22:59,0,FALSE,0
