,userid,commentid,username,content,timeStr,likedcount,ip,time,ishug,replycount
0,302820326,1265708203,Matthewtsuiisacap,邓紫棋的HOOK是coldplay的HYMN. For the weekend!!棒呆！还有Rap也是稳稳的！ 恭喜艾热获得总冠军，从被淘汰到复活赛的五杀?到总决赛三杀?！八杀！攀登！攀登！冠军艾热?！,2018/10/6,81990,,1.53883E+12,FALSE,276
1,328027582,1266280146,_楚子航啊,邓紫棋：你以为我已经江郎才尽，但我只想杀你个措手不及。,2018/10/7,68374,,1.53888E+12,FALSE,186
2,1440326184,1265936590,小小小小哲吖,邓紫棋的hook和rap真的是完美，为这首歌加了很多分。,2018/10/6,59554,,1.53884E+12,FALSE,200
3,111572295,1266252754,_黄小xuan,新说唱开播前质疑嘲笑邓紫棋的人呢[可爱],2018/10/7,45003,,1.53888E+12,FALSE,1094
4,301402587,1266972511,leason-_-,冠军难道不是邓紫棋吗[大哭],2018/10/7,30417,,1.53892E+12,FALSE,61
0,418123655,1090064772,2018/6/22,我觉得喜欢上一个不可能在一起的人，感觉就像是进一步没有资格，退一步舍不得。反正就是没有身份的过问她的生活，连吃个醋都是名不正言不顺…,2018/4/19,23657,,1.52412E+12,FALSE,271
1,300889077,1090783226,粉红味猪蹄_,"世界上最糟糕的感觉：
1.学习很努力考试挂掉
2.好朋友有了新的好朋友
3.被无视
4.非常期待什么事结果被取消
5.在别人面前强忍泪水
6.发现喜欢的人喜欢着其他人
7.告别",2018/4/20,22083,,1.52416E+12,FALSE,223
2,517680060,1093390656,索隆的女友啊,"路上遇见前男友
猛然觉得他长得好丑
和闺蜜聊天说他怎么那么丑
我记得他帅过的啊
闺蜜哈哈大笑：他哪里是帅过 是你爱过",2018/4/22,15243,,1.52434E+12,FALSE,154
3,83868442,1090544525,何展鸿,认识你之前 我以为我的想法足够成熟 认识你之后 我想的都太简单 以为只要足够喜欢 就好了 没关系 奉陪过 不后悔 哪怕是这样 遗憾收场,2018/4/19,8021,,1.52415E+12,FALSE,9
4,350102443,1090388612,兔飞飞-L-,不要在没有我的地方把我忘得太干净,2018/4/19,4892,,1.52414E+12,FALSE,17
0,303709076,1305572810,张嫮目,"我写《苦厄》的时候
有一句词
“谁来当般若，谁来把佛做”
般若的读音
收到一帮无知网友为我的词的担忧
说应该念（bo re）
朋友 （ban ruo）是日本的大鬼
（bo re）是佛教中指智慧（我也不记得了
我写的玩意儿 还暂时轮不到你们挑刺儿",2018/11/21,42554,,1.5428E+12,FALSE,3226
1,114863170,1125939256,碎兔丸,《涅槃经》上说人生有八苦：生、老、病、死、爱别离、怨憎、求不得、五阴炽盛；可苦无所苦，厄无所厄，有谁能来度我苦厄，只是自己心里不愿意放下罢了，难啊，难,2018/5/23,38343,,1.52706E+12,FALSE,208
2,303709076,1126922794,张嫮目,我以为没人能看懂我在写什么，谢谢你，谢谢你,2018/5/24,32842,,1.52716E+12,FALSE,165
3,1540841889,1310837222,樱春树良,日推到这的，你们有点东西。,2018/11/27,18620,,1.54332E+12,FALSE,485
4,422062753,1212799390,凌晨月亮未现,"所有的不高兴都源于随身携带自卑
你们什么都没做错
我也不想变成这样
可偏偏我看重的东西都很奇怪
我不想强迫自己和任何人做任何事
因为我根本没有办法做好
再是重度依赖
别人眼里只有莫名其妙和不理解
没事啊
白天的废物
晚上的怪物
你好啊 ??",2018/8/12,12892,,1.53403E+12,FALSE,164
0,70171351,149698117,小黄桀尐,最强音的评委里。章子怡牵头说刘在舞台上给人一种没有感情的感觉，没有表达出对舞台对音乐对观众的热爱。在我看来，相比较在舞台上或者过分做作，或者泪流满面，或者声嘶力竭，我更喜欢刘那种一把吉他一首歌，活在自己世界里的那种感觉。如此恬淡，只是性格使然，她自然，我们爱听，这就是最大的热爱。,2016/5/4,76340,,1.46235E+12,FALSE,452
1,39738127,9584769,Adam__Levine,刘瑞琦莫非是杰伦铁粉？,2015/1/28,39623,,1.42243E+12,FALSE,348
2,103829299,65609934,依泽喵尔,她衷情于音乐，只是不适合舞台罢了,2016/1/28,36327,,1.45395E+12,FALSE,322
3,35416194,6508977,恺辛Ivy,酷酷的笑容也有腼腆的时候～一直觉得这句是写Jay[憨笑],2014/11/30,23733,,1.41735E+12,FALSE,38
4,118505122,122896533,水土不服就服ni,完全不明白为什么，我觉得刘瑞琪把这首歌唱的淋漓尽致，超级好听，为什么不火。,2016/2/23,20391,,1.45623E+12,FALSE,106
0,62977010,1565850211,本质迈迷,相信看过电影的各位都注意到了片尾彩蛋 有姜子牙 没错 开篇的哪吒将要开启整个封神宇宙 明年的姜子牙将接棒封神宇宙系列电影 所以请大家支持一下咱们哪吒 对于国漫的未来发展我充满希望 感谢这样一帮杰出努力的动画人让国漫在复兴的道路上稳步前行[强][爱心],2019/7/23,126054,,1.56385E+12,FALSE,1238
1,618310035,1565954847,当音乐与回忆碰撞便是最致命一击,"哪吒：是魔是仙，我自己说了才算。
巴啦啦小魔仙：我就不用纠结这个问题。",2019/7/23,98436,,1.56386E+12,FALSE,1567
2,431057751,1568681304,麻雀有歌,刚看完点映的我滚来前排占座[星星]真的超级超级好看昂！！笑点与泪点、打斗与情怀俱在，这是个鲜活着的不服命的哪吒，也是我们心中的那朵莲花！“天上海里的神仙能奈我何妨？”“我是哪吒。”“我命由我，不由天！”[星星],2019/7/25,39983,,1.564E+12,FALSE,89
3,440749338,1565769571,那就随便高冷一下吧,"这个歌真是太配孤独又渴望被接纳的哪吒了！！！！
“在期待后失望，在孤独中疗伤”
“在告别后坚强，受伤也绝不投降”
“是魔是仙，我自己说了才算”
“若命运不公，就和它斗到底！”",2019/7/23,36630,,1.56384E+12,FALSE,109
4,289741460,1565543013,柏崇源,开口就知道是张碧晨! ?第一句低音太抓耳了，她的每句歌词都是酝酿许久，唯有撩动听者深处的涟漪才肯罢休，却又点到即止，有份克制的力量感。[钻石]有power又很戳心的深情，很有代入感，唱出了哪吒的孤独倔强不认命，也抚慰着每个“独自流浪”的我们。,2019/7/23,25811,,1.56381E+12,FALSE,83
0,327833599,1561688788,ante安提,歌词藏宝，极尽讽刺 邓姐大概是全网最special的网瘾少女 。同样都是爱网成痴，大家吃瓜可能笑就完事，邓姐不一样。她观察 她反思 然后把所想写进歌里，再像喷火龙一样唱出来 呐，90后标杆的她，在鼓励同她一样深陷「差不多」困境的你，坚持自我擦亮眼睛，少被别人牵着鼻子走，做个独特女孩没什么难的。,2019/7/19,27433,,1.56354E+12,FALSE,152
1,1529156278,1561705684,单行_Capricorn,她用自身经历鼓舞那些正在处于困惑中的女生，抛开世俗的眼光，差不多的浮华如果能够看够，一切不过是差不多的泡沫。[流泪][流泪]姐好slay,2019/7/19,14277,,1.56354E+12,FALSE,37
2,581839272,1561954608,孟琦爱吃辣,看了新说唱第六集 有钱花欠了6万,2019/7/19,9531,,1.56355E+12,FALSE,159
3,115245019,1562110930,Dawn_ivee,这首歌其实很难唱  虽然flow变化不多  但歌词很密  改编的hook很费气息  整首歌几乎没什么明显的换气点  再加上live现场的动作、走位  对肺活量要求非常高  如果不是巨肺的紫棋  换做其他歌手或rapper都很难完成  邓紫棋战队加油！,2019/7/20,8071,,1.56356E+12,FALSE,91
4,1478756408,1562040322,飞行棋的猫mor,GEM用她独有的舞台魅力，展现了当代女性差不多的样子，差不多，差不多，差不多...,2019/7/20,4484,,1.56356E+12,FALSE,13
0,1363823908,1569741115,跟我讲早安,“不删除，不聊天，没交集”,2019/7/25,247271,,1.56407E+12,FALSE,7117
1,502454121,1579519463,可惜海棠无香,"你不会为了我注册网易云
听不到这首歌
你也看不到我所有的评论
不会因为这个名字想到我
就像这个评论在这两千多里面
根本不值一提",2019/8/2,69084,,1.56473E+12,FALSE,1066
2,374533578,1569264659,Selina于于于,这首歌，仅对那个喜欢过的男孩可见,2019/7/25,42569,,1.56404E+12,FALSE,350
3,345922833,1574720936,醉萌江湖的毕哥,"这是一首
想分享给你的歌
又不想
分享给你的一首歌
因为
暗恋是一个人的事",2019/7/29,35911,,1.56441E+12,FALSE,221
4,1357313041,1569305069,枞桁-,"我想去拥抱你
即使间隔春秋
山河阻拦
风雨交加
路遥马远
我都可以跨越重重艰险去找你
唯独你不爱我
我连迈起脚尖的勇气都没有
我连失去你
也没有资格",2019/7/25,28639,,1.56405E+12,FALSE,194
0,272620558,5385816040,Doublecrossstar,睡吧 醒来一切都会好的,2021/8/9,15842,,1.62848E+12,FALSE,8
1,1527029420,1586762180,云村精神病三院,"凌晨三点多了，可能还是有点想""他""，希望可以被“安眠” .
昨天情人节，也不知是否有人陪伴 .",2019/8/8,13211,,1.56521E+12,FALSE,95
2,280362214,1586429474,猫珥多,下雨的夜晚就应该听安眠咒～～,2019/8/7,7559,,1.56519E+12,FALSE,98
3,321892278,1586479632,Maooaa,我在十点差三分的时候开始想你,2019/8/7,6224,,1.56519E+12,FALSE,104
4,427305756,1586601613,四月咒,“人生在世是一场短兵相接的生死搏斗，在爱的法则与恨的法则两者之间。”?,2019/8/7,3337,,1.56519E+12,FALSE,14
0,277313426,1597116361,隔壁老樊c,我在贩卖日光 你能不能来我身旁,2019/8/16,302993,,1.56589E+12,FALSE,6160
1,72154439,1597144722,枯木逢春夏秋冬,遗憾的是在这一生里，我已经错过了你，也错过了关于你的风景！,2019/8/16,213032,,1.56588E+12,FALSE,1943
2,1341352763,1597117395,听街坊说,"你终于火了
第一次在soul遇见你时你才4000多粉丝
这期间经历了换号高考等一系列事情
现在在排行榜首页能看到你，衷心祝福你
会有越来越多真心喜欢你音乐的粉丝
我不再敢奢望什么
只希望能多陪你一场
久别重逢   樊凯杰",2019/8/16,140399,,1.56589E+12,FALSE,1278
3,1536949271,1597519997,#NAME?,愿喜欢和合适撞个满怀,2019/8/16,71420,,1.56593E+12,FALSE,891
4,1473325261,1597139800,柚時一念,"前半生择其所爱 
余下的岁月爱其所择 ?",2019/8/16,54052,,1.56588E+12,FALSE,300
0,256233487,1462669685,焦迈奇,"我喜欢看起来可爱的事情
就像这两只依偎在一起的“喜”

一小只在对另一小只说
“我不属于这里
我属于你”",2019/4/24,43647,,1.55608E+12,FALSE,763
1,1657223086,1462594088,记得刮胡子_,看呀你最爱的焦迈奇出新歌啦你何时能回来呢没有一句告别就离开了下次记得给我打声招呼啊@帐号已注销 ,2019/4/24,14933,,1.55607E+12,FALSE,300
2,645737534,1462580197,好好jjjjj,"你写的信我寄给月亮了
那里没氧气
我可以爱你几亿年.",2019/4/24,13132,,1.55607E+12,FALSE,84
3,1503091121,1462589804,和我打王者吗,“你能不能快点喜欢我，我妈都急了”,2019/4/24,9491,,1.55607E+12,FALSE,98
4,1704736316,3279582401,李昇奎,我个人感觉这歌是唱给沈以诚听的[多多耍酷],2020/4/23,2901,,1.58765E+12,FALSE,157
0,305003351,1228731738,后原,我想和你牵了手就走到永远的永远[爱心],2018/8/26,58925,,1.53527E+12,FALSE,729
1,112126250,1235306913,春风修勾勾,遇见真爱的概率是三十万分之一，你在哪？,2018/9/1,45954,,1.53581E+12,FALSE,1378
2,483336105,1228502801,2qazde,“我在等一个人 不知道他的名字 不知道他的年纪 也，不知道他的声音 但我和他看过同样的黄昏 走过同样的雨季 停留过同一个路口 呐 你快出现吧 来到我身边”,2018/8/26,43856,,1.53526E+12,FALSE,590
3,1986436391,5373250194,晚安小猫v,等到真正被爱的那天 一定要大哭一场,2021/7/27,37070,,1.62732E+12,FALSE,753
4,1964870600,5374727181,甜谁,每次听到这首歌就觉得再等等也行,2021/7/28,36115,,1.62747E+12,FALSE,947
0,2359742,1412468507,松紧先生_李宗锦,最近这首歌能被大家听到我感觉非常荣幸，这首歌刚写出来非常激动，用了一下午就发了，有点仓促，但是保留了当时刚创作的感情，所以一直没舍得重新编录，可能会有一些瑕疵，但是希望能带给大家同样的感受，我一直为做一位独立音乐人而奋斗，如果大家愿意关注我，我相信未来的新歌不会让大家失望的，谢谢,2019/3/7,206759,,1.55192E+12,FALSE,3210
1,533414358,1140180644,莓干,你一定要考虑清楚，一旦离开我，就再也没办法找到我了，找到我那一天，我也不一定记得你了。,2018/6/6,195660,,1.52828E+12,FALSE,2750
2,250110719,1464430855,972_z,可你还是不愿意和我一起看遍山河,2019/4/26,133554,,1.55621E+12,FALSE,926
3,517827467,1118938849,李李李李李李珊,"倘若你在四下无人的夜突然想起我
希望你能记得曾几何时我也深爱过",2018/5/16,47655,,1.52647E+12,FALSE,238
4,527830734,1412156981,我的难过丢了,"你有没有试过在等一个人的信息
就是那种可怕的朦朦胧胧的意识
梦里都梦到他发给我的信息
然后意识的带我从梦中挣扎出来
立刻去翻看手机这就是思念一个人的感觉
爱到深入骨髓就连梦境中都不肯放过自己 ?",2019/3/6,36855,,1.55188E+12,FALSE,925
0,81771315,62366061,我是樊婉婷,为！什！么！我！没！有！故！事！,2016/1/16,40777,,1.45295E+12,FALSE,903
1,38835052,5855014,孟婆_汤里不要香菜,遇见她，我总是要偿还她前世为我流的眼泪的。于是，我有时候嚎啕大哭，有时候暗自垂泪，有时候强忍抽泣。几近溺亡。我以为她会感动，殊不知她不爱我时，就是我泪水逐渐凝成结晶，塞住泪腺，哭瞎了眼，哭哑了声，哭吐了血，她也不会心疼。也许我的哭声反而让她厌恶和反感。,2014/11/16,22750,,1.41607E+12,FALSE,153
2,2027993,5836452,南北系,原唱，自己写的歌自己最懂。,2014/11/15,15804,,1.41604E+12,FALSE,82
3,297932437,182914831,温煦_,"结婚时也给我张请柬吧
我想看看你最后选择的人
你的脾气我都了解
你的漂亮我都见过
你的不好我也清楚
你所有的样子我都见过
我就想……
最后看看你不属于我的样子",2016/7/14,8846,,1.4685E+12,FALSE,69
4,38835052,5854022,孟婆_汤里不要香菜,如今她期待的新感情到了，我始终还是逃脱不了做一个过客的命运。眼泪，对于一个不爱你的人来说，真是很廉价的东西。可我就是这么个感性的动物，依旧傻傻做着仅能做的事情，依旧默默爱你。只是可惜不是你，陪我到最后,2014/11/16,8662,,1.41607E+12,FALSE,9
0,604016171,666726160,UNICORNcn,央视：BGM都不够用了，干脆自己写一首好了(●°u°●)??」！,2018/1/9,42598,,1.51547E+12,FALSE,73
1,32175762,666791516,来杯绿豆,在助演教演员演戏之后，又开始教歌手唱歌了[大哭][大哭],2018/1/9,23592,,1.51548E+12,FALSE,6
2,349358888,666744444,风不羞,终不知，是子建破卷，还是长康入画。,2018/1/9,19311,,1.51547E+12,FALSE,24
3,473460813,666805849,自命不凡的占星师,一边在B站卖萌，一边在网易云唱古风歌。你真的是我的央视爸爸吗？,2018/1/9,18649,,1.51548E+12,FALSE,28
4,564233793,666800803,七喜加红双喜,“曹植”真的太有才了！可能为了效果不是唱现场，但就是饰演曹植的演员唱的！朱峰毕业于美国音乐戏剧学院音乐剧表演系，曾在百老汇表演，回到国内，还指导过芒果台《一年级》学生排音乐剧，导师级人物！果然角色不分大小！,2018/1/9,14373,,1.51548E+12,FALSE,5
0,471776903,1483319868,情感文字君,可惜你 不说实话 不经诱惑 不懂珍惜 不值一提,2019/5/9,24932,,1.55733E+12,FALSE,275
1,328199093,1483297038,王贰浪,"“你的超人，无时无刻，伴你身旁。”
快来吹爆这两个优秀的词曲作者：@刘77- @____辻 
也感恩每一个为这首作品付出的老师们 你们辛苦了
至于我 我还是我 那个拖更不断每天打酱油的我～
",2019/5/9,18758,,1.55733E+12,FALSE,201
2,488132409,1483447909,家里八座金球奖,"五月天的超人是一种“就算我是超人也改变不了你的离去”
而贰浪的超人是“因为我是超人，所以我会为你做到一切，还要把你留在身边”",2019/5/9,11058,,1.55735E+12,FALSE,67
3,129917889,1483539557,姜贞羽男友,谁要这样的超人  连你都留不住,2019/5/9,4374,,1.55737E+12,FALSE,19
4,554766893,3223618653,快偷吃一口奶油,如果你刷到我 愿你嫁给爱情,2020/3/25,3326,,1.58512E+12,FALSE,127
0,513559539,1344172310,TrampoIine,散场是难免的 尽兴而归就好了,2019/1/1,44035,,1.54633E+12,FALSE,352
1,1337657231,1350936851,谁的小可爱--,当你奇怪他为什么对你忽冷忽热的时候，他可能正在为另一个人赴汤蹈火。,2019/1/8,37505,,1.54692E+12,FALSE,680
2,1600872,1527128040,刘梓炎zain,喜欢这首歌的人 感谢你的用心听 用心评,2019/6/18,35558,,1.56079E+12,FALSE,454
3,530333534,1349994082,帐号已注销,"前天晚上30多岁的班主任以非常轻松的语气讲述了他的初恋
“我们从电量100％打到5％，打个整整9个小时，手机快要关机的时候，她给我唱了首《后来》，之后就再也没有联系，上了大学我去她的大学找了她好几次，她都故意避开我，到现在都不知道什么原因，”说完他翻开书，我看见了他眼里的泪。",2019/1/7,26335,,1.54684E+12,FALSE,544
4,411028549,1546174321,獄熱,那天你冷静的像个杀手，我明白我们只剩我了。,2019/7/5,20255,,1.56232E+12,FALSE,88
0,1411492497,1556068868,鱿小鱼,听着歌不自觉就开始傻笑啦?,2019/7/15,69222,,1.56312E+12,FALSE,1409
1,1705978724,1556316500,BYsLD,“她还小，对于她来说我只是她的一场恋爱。”“但对于我来说她已经是我人生的一部分了。”——韩商言,2019/7/15,34656,,1.56315E+12,FALSE,309
2,1341762833,1556435044,惠春夏,"这部剧的剧组太牛了 剧播到哪
微博网易云就神同步到哪里
呜呜，这样的剧 这样的剧组怎么可以不爱
段奥娟神仙声音，小甜歌唱的甜哭我了！
（来自认真的群演的彩虹屁，嘻",2019/7/15,28302,,1.56316E+12,FALSE,90
3,542521320,1556455967,蓝色的雨是谁的,"佟年最吸引他的一点，他从没告诉过任何人，包括她。
就是直接
没有矫情，没有掩饰，没有纠结的小心思，没有故作聪明的掩饰。
他最缺乏的是安全感，靠付出，把全部在乎的人绑在身边。她的直接，让他时刻感受到自己被爱着，被需要，永远不会被抛弃。
确实是她先爱上他。
而之后一直是他更需要她。一直是",2019/7/15,17085,,1.56317E+12,FALSE,128
4,515814830,1556635000,柠檬初夏Yuki,"“韩商言，我喜欢你。”“听到了。”
她郑重其事，交付自己全部身家。爷爷不支持你，阿姨不支持你没关系，还有我
别离开我。这是他这辈子很多次想要说，却无法说出口的话
“韩商言，我想结婚。”“没问题，比赛结束后就结婚。”一辈子那么长，我都给你。能遇到彼此是他们最大的幸运??",2019/7/15,15685,,1.56318E+12,FALSE,89
0,33788407,11075182,#NAME?,记得小时侯放假了妈妈总是把好吃的藏起来，怕我没过年就吃没了。现在，上班了回家三四天，妈妈总是把所有好吃的都拿出来，说你一共就在家这么几天，把好吃的快吃了吧，我和你爸也吃不了多少，走的时候把我的包裹塞得满满的，心里不是滋味。新年了，祝所有人的父母身体健康，大家新年快乐。,2015/2/19,34158,,1.42436E+12,FALSE,375
1,15734372,8549047,午夜醒来的灵魂,多少人长大后，踏上离家的火车，故乡从此只有冬再无春夏秋,2015/1/10,18164,,1.4209E+12,FALSE,315
2,2140660,4632253,蓝色旧背包,"如今我对自己故乡，像来往匆匆的过客。
这歌词写出了多少人的心声啊?我一个打工仔，一年到头在外地，365天没有20天是在家的，亲人朋友啥的，更别提了?",2014/10/1,10719,,1.41218E+12,FALSE,39
3,12228276,6937426,爱你说谎的方式131010,突然好想回家，那种到了黄昏时，零零散散的村庄间，远远望去，屋顶上的烟囱里冒着几缕炊烟，有一种说不出的欣慰。,2014/12/10,8823,,1.41822E+12,FALSE,51
4,18632122,11383025,我已经换号啦,现如今身在美国，小时候从未想过春节无法回家会是怎样的一种感觉。直到国内除夕那天，一个人凌晨爬起床，看着YouTube上的春晚直播，沉默的加州晚上略显凄凉，伴着老许的这首歌不觉早已泪流满面。不知道下一次回家是多少年后。是否那是我已携家带口。或又是碌碌无为。新年快乐吧,2015/2/25,8046,,1.42482E+12,FALSE,110
0,102113052,1084556982,陈壹千ac,"我在客厅搭了帐篷 封闭自己 写歌。而他，我最好的朋友，骗我要搬过来，在我写完这首歌后没几天就离开世界了，我哭了半个月，最后把帐篷收起来扔掉了。
你还能听见我唱歌吗  12月31日 我应该去找你而不是等你来……",2018/4/14,30075,,1.52367E+12,FALSE,328
1,507784818,1085716295,小王同学Di,"牙疼 你的喜糖就不吃了
不胜酒力 你的喜酒就不喝了
健忘 特别健忘 你叫什么就不记了 ??",2018/4/15,17543,,1.52375E+12,FALSE,71
2,302526014,1089591061,宵宵ovo,不想等你了 别回来了,2018/4/18,6297,,1.52407E+12,FALSE,21
3,1318334905,1091436875,已离线勿扰,很庆幸 还好没有人失去我不能活,2018/4/20,5459,,1.52422E+12,FALSE,40
4,113164676,1084266268,马翊辰,"说不定所有的苦都是暂时的
说不定明天一切都会变好呢
说不定明天我就不在了
说不定明天他就来了
说不定...
?陈壹千?",2018/4/13,3739,,1.52363E+12,FALSE,11
0,343336589,1564567286,sliluu,Justin的Rap好炸！！！,2019/7/22,27801,,1.56376E+12,FALSE,337
1,248270807,1564562299,全凭优雅老怪兽,期待女主演+歌手孟美岐！！,2019/7/22,22724,,1.56376E+12,FALSE,686
2,449468467,1564593568,你是哪块小饼干lll,Justin黄明昊和师姐合作区太好听啦！,2019/7/22,18159,,1.56376E+12,FALSE,41
3,1490043151,1564574374,Justin_hmh12121,Justin好棒啊rap超棒超炸！！！,2019/7/22,16318,,1.56376E+12,FALSE,20
4,1661645618,1564624596,0219街的昊牌牛肉粉,??才华横溢的作词达人 即兴律动的魅力舞者 惊喜不断的致命vocal 实力偶像黄明昊@jjjustin0219 翩翩公子贾富贵 点击明昊 收获美好??,2019/7/22,12708,,1.56376E+12,FALSE,20
0,1438276683,1386433914,盼你温柔,我想花一辈子学语文 去形容怎样爱一个人,2019/2/11,233382,,1.54981E+12,FALSE,1291
1,5700063,1386663662,沈以诚i,谢谢大家的祝福，这首歌要感谢@星宇Stars 老师，我高中时候就聆听过他的乐团作品，这次居然成为了我的制作人，可能这就是宿命(?￣? ?? ￣??),2019/2/11,196105,,1.54984E+12,FALSE,1133
2,338299931,1386443856,众敌,"太阳刚刚落下去的时候
天淡淡的云粉粉的
很适合形容我喜欢你的心情",2019/2/11,124757,,1.54981E+12,FALSE,250
3,390859566,1386436932,中二病控,“也说不出对你有多喜欢，只知道目前喜欢你的程度，是其余所有喜爱的事物加起来都无法企及的。你是第一，且遥遥领先。”,2019/2/11,110506,,1.54981E+12,FALSE,424
4,343519579,1386436004,想夏了夏天,"“我试图用那些漂亮的句子来形容你，但是不行。
我字字推敲写出长长一段话，你眉眼一弯熠熠生辉，就让我觉得，不行，这些文字写不出你眼里的星辰，写不出你唇角的春风，无论哪个词，都及不上你半分的惊艳。” ?",2019/2/11,89915,,1.54981E+12,FALSE,419
0,395637485,1566332403,Rakkiovo,求求你们别再复制粘贴那些自认为很酷的情感句子了..,2019/7/23,123578,,1.56388E+12,FALSE,3118
1,625705879,1566940727,鲥鱼V,听完这首歌，我竟然燃起了学习的欲望，还好我自控力强，把它压制下去了,2019/7/24,74604,,1.56393E+12,FALSE,973
2,325946772,1568084734,怎样,哪有不喜欢你，只是不敢...,2019/7/24,47735,,1.56396E+12,FALSE,431
3,1483989249,1580426884,白给小洋,"洗澡要放歌
厕所带手机
睡觉要侧面
坐车要靠窗",2019/8/3,26358,,1.56479E+12,FALSE,1203
4,256945460,1564962467,峰浔,很多人不需要再见面 因为他只是路过而已 选择忘记就是我们给彼此最好的纪念,2019/7/22,14125,,1.56379E+12,FALSE,88
0,1306937118,1558296615,酌酒一笑戏人间阿,我始终不明白 两个注定走不到一起的人 为什么会安排他们相遇,2019/7/17,190711,,1.56329E+12,FALSE,8646
1,549310165,1558372918,苏晗Sue,承蒙大家的喜爱，很感动也很惊喜。你们的故事我都有认真去看。希望听到这个歌的人都会有美好的收获 我会继续努力哒！,2019/7/17,141644,,1.56329E+12,FALSE,1057
2,481336063,1558261895,为我失神,"离开都是有征兆的
只不过被你忽略了
你的怀疑都是真的
他的变化历历在目
他该让你失望的事
从来都没有辜负过你。

“离开那个错的人独自上岸自我救赎
他一定会夜夜难熬 夜夜想起我的好。”——《离岸》",2019/7/17,99008,,1.56329E+12,FALSE,854
3,442304622,1558280210,森林睡着了,拜托 不要不开心 你真的是很好很可爱的女孩子,2019/7/17,65604,,1.56329E+12,FALSE,945
4,471776903,1558238153,情感文字君,上了岸 就别再去想水里的事了,2019/7/17,57058,,1.56329E+12,FALSE,322
0,517725395,1565552631,井胧-,表面非常开朗，内心却充满压抑，想早早结束一切，但又没有勇气。这首歌给我的感觉！,2019/7/23,201047,,1.56381E+12,FALSE,3441
1,360591989,1567907459,R_Uz,给我去地铁道里录！！！,2019/7/24,142961,,1.56395E+12,FALSE,1763
2,126794283,1567990743,云深不知处蓝汪机,怎么感觉还是地铁的那个有感觉,2019/7/24,71233,,1.56396E+12,FALSE,930
3,506987102,1568753914,紫山先生,音效里开教堂模式，就有地铁的感觉了[奸笑],2019/7/25,61640,,1.56401E+12,FALSE,1993
4,1602075452,1568031863,独栖1809,地铁道那个太有感觉了,2019/7/24,36674,,1.56396E+12,FALSE,247
0,1395648992,1192283577,倚栏听夜雨1803,杨紫的声线真的很优美，特别适合古风。真的是多才多艺的姑娘了，演技棒颜值好。真是娱乐圈的一股清流，宝藏女孩无疑了。愿未来越来越好。,2018/7/26,70470,,1.53254E+12,FALSE,211
1,255200054,1192266149,若木乀,我脑子里一直就浮现锦觅“花开了，我就画花；花谢了，我就画自己；你来了，我当画你；你走了，我就画一画回忆。”我是不是疯球了[惊恐],2018/7/26,57256,,1.53254E+12,FALSE,326
2,495834030,1192263349,iam思婷猪吖,杨紫很棒[强]在合唱版的《天下无霜》里歌声很有穿透力且明亮而有张力 ，而这首《情霜》虽然词是一样的 但演绎的就完全不同 很空灵 还带着一丝伤感[心碎]听着很有感觉 作为一个演员来讲 驾驭的很不错了,2018/7/26,28532,,1.53254E+12,FALSE,74
3,267874441,1192485479,欲语与屿,天地无霜是情绪倾泻，情霜是娓娓道来。杨紫的声音真的很适合古风，没看正片都已经被带入到了场景中,2018/7/26,18884,,1.53257E+12,FALSE,54
4,647437627,1192241116,雯雯兔啊,明明是同样的词，合唱版节奏更加紧凑，单唱版带着一丝哀伤，两种唱法，两种感觉，表白人美歌甜杨紫小姐姐，唱功棒棒哒,2018/7/26,16429,,1.53253E+12,FALSE,6
0,272316668,163744007,需要一个任意门,你们知不知道。编舞的是璇玑。英国留学生金融专业。大学霸。作词的是安九。美国留学生心理学专业。大学霸。你们还知不知道。这个mv是她们自费加众筹拍的。当初有人赞助但欲在视频中植入广告。就被她们拒绝了。这两位都是在英国美国留学工作生活。但总不忘心系祖国传统文化。凭这份心。我就很欣赏她们,2016/6/2,62379,,1.46487E+12,FALSE,147
1,77941946,32337266,lanboln,大气磅礴，厚重的人文底蕴啊~像汉服，古风曲，都是值得大力推广的。欧美文化侵略这么多年，新一代的价值观被严重影响，每次刷时政评论那些激烈的亲欧美抨本国的言论就很难过。毁掉一个国家，从文化开始。振兴一个民族，也应该从 文化开始。,2015/8/22,60550,,1.44023E+12,FALSE,383
2,101099235,132058899,寄春君,希望有天穿出去的汉服不被误认为和服韩服 也希望有一天古风文化不被狭隘理解为顽固守旧 顺应时代不代表抛却历史 我记得世界青年说某期的一个外国青年说 他们国家很早被殖民 之后就没有了自己的文化和语言 他觉得十分的惋惜 一个外邦民族尚且如此 更何况我泱泱五千年华夏 文化需要传承 需要被更多人认可,2016/3/21,41899,,1.45854E+12,FALSE,277
3,79167923,36793026,Camille_1874,只觉得那些堆砌词藻的伪古风都黯然失色,2015/9/19,26237,,1.44266E+12,FALSE,131
4,89889316,34580541,米缸客,作我汉家衣裳，兴我华夏礼仪之邦。,2015/9/4,24155,,1.44136E+12,FALSE,24
0,32873079,8379016,IF_Jing,听到这首歌的时候，让我想起了高中的时候，死皮赖脸的让我同桌给我下载一下这首歌。他狠心地用流量下了，至今难忘，希望他一切都好。,2015/1/8,11847,,1.42069E+12,FALSE,39
