,userid,commentid,username,content,timeStr,likedcount,ip,time,ishug,replycount
1,49003612,60307351,Aceryint,当你认真谈过一段感情，最后却分手了，后来你会很难再去喜欢别人，你不想花时间也不想去了解。就好比你写一篇文章快写完了，但老师说你字潦草把作业撕了让你重新写一遍。虽然你记得开头和内容但你也懒得写了，因为一篇文章花光了你所有精力，只差一个结尾，你却要从头来过。,2016/1/9,9200,,1.45233E+12,FALSE,92
2,113466673,63466774,gwwyyf2008,高二那年因为早恋，女友承受不住压力不理我了，不理我很久很久，久的我以为就这么完了。直到某天我翻看自己百度空间发现一个不熟的人，直觉告诉我很可能是她，打开她空间背景音乐就是这首歌，听着歌词流泪了，当下下定决心追回来。现在都工作了，虽然还是没什么大本事，但在一起明年就十年了。,2016/1/20,7185,,1.4533E+12,FALSE,99
3,29557515,8422607,李小暖暖暖,唱的真特么温牛～[流泪],2015/1/9,4067,,1.42074E+12,FALSE,10
4,63353780,140684921,黑眼烟嗓没有酒,鱼刺卡过喉咙你却还是喜欢吃鱼，被狗咬过被猫抓过你却还是热爱动物，满口蛀牙你却还是嗜甜如命 ，他弃你于千里之外 你却还是愿意为了见到他走遍千山万水。道理是一样的 你喜欢 就甘愿。,2016/4/12,3558,,1.46039E+12,FALSE,13
0,102113052,1346789483,陈壹千ac,"“你狠一点啊 就要逼自己啊”
“我做不到 我不是那样的人啊”
“好吧 那我不管你了”
“嗯”",2019/1/4,53633,,1.54659E+12,FALSE,1304
1,1325095400,1346825954,虐待菠萝,我们之间最大的误会 就是我以为你喜欢我  [心碎],2019/1/4,48666,,1.54659E+12,FALSE,616
2,345110063,1347085312,陈雪凝Shirley,为什么每首都这么扎我心 要听哭了..,2019/1/4,29588,,1.54661E+12,FALSE,233
3,1438276683,1346876291,盼你温柔,"就当花未开过 你没来过
等你杳无音信 我再去爱世间万物",2019/1/4,22171,,1.54659E+12,FALSE,175
4,1600535632,1347152540,Roystero,无数个需要你的时刻我都闭嘴了,2019/1/4,20958,,1.54661E+12,FALSE,146
0,119754445,1275417606,#NAME?,都说女生是水做的，而我紫棋是CD做的[亲亲],2018/10/18,29707,,1.53979E+12,FALSE,100
1,1479766357,1275393413,吃胖很好,毒苹果是一个比喻，在说人们在成长的过程中多多少少会吃到一些毒苹果。这里的毒苹果可能是人一些不好的话语或身边企图控制你的人给你带来的恐惧， 又或者是这个社会一直告诉你规则是怎样的 让你必须跟著走的一些束缚。 这张专辑更像是是记录我人生吃下了怎样的毒苹果，我又是如何通过自己的方式去解決,2018/10/18,14372,,1.53979E+12,FALSE,34
2,483497420,1275503937,王维王维_,"爱情从不问为什么，
因为你快乐 所以我快乐，
我不需要拥有什么，
只要彻底地 被你拥有着。 -来自G.E.M.邓紫棋的全新单曲《那一夜》，必须喜欢就对了 喜欢邓紫棋必须是每一夜 ，每一夜都会听邓紫棋的歌入睡 最喜欢邓紫棋的Where Did U Go ，喜欢你的声音当然在“每一夜”[爱心][爱心]",2018/10/18,5798,,1.53982E+12,FALSE,9
3,292555615,1275411717,渔民相约码头,"在床上等新歌，这样的时刻数不清多少次了[爱心]
三年前《一路逆风》的“白鸽困在摩天的大厦，长出了妖精的尾巴”；今天《那一夜》的“笼中的雀，不渴望飞翔”曲不同，心情相同。",2018/10/18,4387,,1.53979E+12,FALSE,17
4,379206830,1275650507,几几Moonquakes,邓紫棋从来不会让人失望 什么样的歌都唱出了自己的邓氏风格 创作能力极佳 潜力无限 恕我直言 邓紫棋就是个宝藏,2018/10/18,3669,,1.53984E+12,FALSE,23
0,59963613,16936172,8mileminem,每次听这首歌的时候就在想“和你one two one”到底是什么动作？？！[撇嘴],2015/5/2,99201,,1.4305E+12,FALSE,1348
1,89941946,38276171,少君倾酒酒,怀念那时候在课堂上，用MP3听歌，为了不被发现，把耳机从校服衣袖穿出来，然后手托腮，手心拿着耳麦塞耳朵里，还假装听课很认真的日子~~时光就是快的那么不留痕迹。,2015/9/29,86221,,1.44352E+12,FALSE,1082
2,43669948,151962402,哭哭啼啼也挺可爱的吧,记得给爷爷奶奶推荐这歌，听到“more and more”就被强制停止了，爷爷说什么摸啊摸的！你这么小就听这个？！,2016/5/9,53216,,1.46279E+12,FALSE,376
3,34408122,17022338,runawayfastasyoucan,网瘾少年always online,2015/5/2,31579,,1.43058E+12,FALSE,64
4,44709984,19964011,许十,那个时代真好，没有这么多的社交工具，就是短信，电话，扣扣，，每次上扣扣都是想看看他在不在，想说话，又不敢，现在的感情再也回不去了，青春走太快了，大学马上毕业，我的青春真的一去不复返了，,2015/5/29,30553,,1.43288E+12,FALSE,159
0,1407747620,1449026774,小攀哟,相信自己能找到那个对的人，夜未央，爱情终究成为了一场戏。,2019/4/12,32796,,1.55501E+12,FALSE,119
1,49262840,1449001136,专冶双耳不孕不育,曾道归来仍是少年，如果耳鬓已落霜,2019/4/12,27270,,1.55501E+12,FALSE,85
2,345049176,1449302558,零点差三分,很早之前就开始听花粥的歌，那时候觉得，粥大爷许多歌词简单甚至低俗，也会有一些调都拿不准。可这就跟坐在你身边弹着吉他唱歌的女孩一样，唱完问你觉得好听吗？你会哈哈哈哈的笑着说还不赖（ps粥大爷现在的歌曲风格和唱功可真的是值得夸了！）,2019/4/12,25968,,1.55504E+12,FALSE,305
3,1325599017,1449001512,段_Du_An,风轻云淡之时，一眼可以忘川的婆娑世界，从头到尾，就是那一念的空寂，欲望执念众想就是这中间演绎的人间种种。了然于心，必空静吾心。或许等我们以后到中年回想人生种种过往，细品生活轮回，本就是一念于心。后来我知道了爱而不得原来就是我爱你变成了我碍你。虽是三生有幸但我再也不会至死不渝。,2019/4/12,12131,,1.555E+12,FALSE,38
4,1749346636,1492937880,我怕我还是我,花粥，一出歌就火，一火就有钱，一有钱就去打游戏，一打游戏就欠费，一欠费就想起来自己是个歌手[捂脸],2019/5/18,11283,,1.55816E+12,FALSE,121
0,36566523,4891044,静听邮筒,如果有一天你表白成功了 绝不是因为你感动了我 而是我笃定我可以爱你更多,2014/10/14,63162,,1.41326E+12,FALSE,214
1,40367632,10690526,Doramoney,简直道出了我等暗恋狗那猥琐又异想天开的欲拒还迎。,2015/2/13,44865,,1.42382E+12,FALSE,208
2,106526815,123636609,徐大仁Aloha,有人认为爱是性，是婚姻，是清晨六点的吻，是一堆孩子，也许真是这样的，莱斯特小姐。但你知道我怎么想吗？我觉得爱是想触碰又缩回的手。,2016/2/25,28858,,1.45641E+12,FALSE,284
3,74010289,73050063,溜溜刘向阳,有人放下矜持，就有人辜负深情,2016/2/22,25062,,1.45607E+12,FALSE,286
4,971525,5600500,波兰来客,曾经一个女生一天突然对我说"她在听矜持"。我不理解她要表达的含义。如今自己唱着这首歌，泪流满面,2014/11/9,19767,,1.41547E+12,FALSE,97
0,83250435,726182632,璀璨丶人生,"“你感情路不顺吗？”
“顺啊 一路上都没什么人”",2018/3/5,63499,,1.52022E+12,FALSE,367
1,425067338,726696322,---青山入我怀---,独孤天下大概是我最喜欢反派男女主的剧了。,2018/3/5,31498,,1.52026E+12,FALSE,223
2,268894062,726670242,嘻嘻嘻溪溪x,般若：你瞧他的样子，多憔悴啊。如果在定婚之前，他哪怕有一次松口答应会真正娶我，我们又何至如今？?,2018/3/5,24062,,1.52026E+12,FALSE,126
3,317325135,727256679,弦歌南望lz,徐正溪终于熬出头了，不然那么帅，演技还不错的人就要被埋没了,2018/3/6,15082,,1.52033E+12,FALSE,83
4,345218003,726448492,巧笑倩兮--,【百转千遍缘，最好是成全】宇文护为了独孤般若，看着她与别的男人成亲；宇文邕为了独孤伽罗，违心说我与你仅是朋友之谊；杨坚为了独孤曼陀，桃之夭夭，灼灼其华，从此后我只是你的兄长仅此而已。百转千遍劫，最难是成全，因为真的爱，所以痛也会成全。,2018/3/5,13712,,1.52025E+12,FALSE,42
0,1411492497,1548920960,鱿小鱼,为梦想打拼的你们都是发光的！好好听~?,2019/7/8,521733,,1.56254E+12,FALSE,6815
1,130557258,1548751036,禾本一米,“过去两年零三个月，赢过、输过、笑过、哭过，被质疑、被绯闻、被非议、被黑幕，从未辩解，无需辩解。今夜华筵终散场，功成名遂，满目荒唐。”,2019/7/8,370170,,1.56252E+12,FALSE,2128
2,292722683,1548780349,Blanca1219,真的真的很久很久没有这样高标准的青春剧了。主演演技双杀，编剧就是原著作者（而且有绝对话语权，不会出现人设矛盾，还原度不需担心），每一首ost都精心准备，服道化之前路透时被吐槽过，片花出来效果却刚刚好。去年夏天被锦觅虐死，今年夏天被佟年甜哭，我真的太期待它了！???,2019/7/8,205289,,1.56252E+12,FALSE,721
3,336963075,1549656271,zllli_kNld,我是你的，迟早都是，别这么着急……你还小。,2019/7/8,160563,,1.5626E+12,FALSE,950
4,296017569,1548774652,啊取名字好烦烦烦烦烦,最好的爱情就应该像佟年和gun一样，旗鼓相当，顶峰相见，我为你遮风，你为我挡雨，互为依靠，又各自精彩，金风玉露一相逢，便胜却人间无数。0709，佟年&韩商言，不见不散。,2019/7/8,106601,,1.56252E+12,FALSE,286
0,1426927750,1558371280,一碗江畔寻小花,就是这么一个少女，从18岁拿到人生的第一把吉他开始写歌到今年即将27岁。大爷说7年是一个轮回，从19岁到26岁大爷经历了很多，从一年15站到一年70站，中间被人骗过演出费，被人黑过无数次，可是她从来都没有倒下过，还是那个想唱歌给我们听，让每个人都能写歌的小粥粥。终于，大爷在27岁时走上了新的道,2019/7/17,23763,,1.5633E+12,FALSE,951
1,473239237,1558527343,不舍唱完的歌谣,大爷最近的歌越来越悲了，挺怀念以前抱着吉他唱着一腔诗意喂了狗的粥，不管天降大任还是生不逢时，你都是我初遇时的那个远在北方孤独的鬼，任凭流言蜚语，你自负重前行，用尽毕生才气，但求无愧于心,2019/7/17,14086,,1.56332E+12,FALSE,394
2,1325599017,1558309943,段_Du_An,说什么天降大任，有些一辈子都没吃什么苦头儿的人，却照常在做人上人。有些东西在努力也没什么用，踏踏实实，本本分分，对得起自己对的起世界。无愧于心。,2019/7/17,13118,,1.56329E+12,FALSE,168
3,1301586782,1558544152,望你眼中风起,"红时不追，难时不黑
只赏其作，不问是非
很高兴喝了这么一碗粥
我不后悔
一直陪着我吧
无论以什么身份",2019/7/17,12023,,1.56332E+12,FALSE,274
4,254609483,1558296241,_风雨同粥,"偏此人冥顽不灵狂风里负重前行
用尽他毕生胆气只求个无愧于心",2019/7/17,6377,,1.56329E+12,FALSE,30
0,72781859,1068251476,Tyron,"我很怕听到别人说喜欢我
因为我怕我会让他们失望
或许我没他们想的那么好
也不值得他们的喜欢 我总嚷嚷着自己孤独
可每当有人试图翻越围墙拥抱我的时候
我却总是拼命的在围墙之上添砖加瓦
狠狠的把他们推开",2018/3/29,64060,,1.52232E+12,FALSE,1127
1,434679368,1083233236,苏枕水,我生病了，抑郁症，还有五十六天高考，我会考上大学的，我也会好起来的，陌生人，一起加油好吗。,2018/4/12,42710,,1.52354E+12,FALSE,2741
2,467968792,1085592031,亲爱的苏-,十七岁独自到一个城市学画画艺考 当时爸妈离婚 自己一个人没有钱没有地方住 自己想法赚钱 自己找房子还被坑 和当时的好朋友也闹掰了 自己创了一个小号改备注是爸爸 给我自己发了一句加油 就这个截图我留了快三年每次我觉得熬不过去的时候就看一看 爸你是不是把我忘了 生活真的很难你能不能拉我一把,2018/4/15,26148,,1.52373E+12,FALSE,1974
3,402728391,1347541962,执拗是场凉薄病-,"街边路口无人向我挥手                                                                           苦涩难堪悠悠向自心房
此情无计可消，下眉头上心头
若遇所有悲伤，也愿倾心向往
若是一切随风，自知自在人生
满目疮痍残幕，自欢遗憾人生",2019/1/5,17153,,1.54664E+12,FALSE,26
4,329337014,1062290205,Ava__-,"无枝可依
无人问津
无为碌碌
我的孤独",2018/3/23,16843,,1.52178E+12,FALSE,105
0,72154439,1314159561,枯木逢春夏秋冬,后来兰州涨了价，你剪掉了你最爱的长发，你为他哭红了双眼，你猜？我什么心情啊！,2018/11/30,41668,,1.54359E+12,FALSE,875
1,448090790,1297899754,帐号已注销,"你说枯木逢春
我说生不逢时",2018/11/12,27732,,1.54203E+12,FALSE,352
2,477873066,1321273026,涛涛_etvM,"＂如果你喜欢一个人，
一定要告诉她
不是为了要她报答，
而是让她在以后黑暗的日子里，
否定自己的时候，
想起世界上还有人这么喜欢她
她并非一无是处。＂",2018/12/8,17244,,1.54424E+12,FALSE,296
3,503459147,1341506822,软肋ov,希望看到这条评论的人都能和喜欢的人在一起??,2018/12/30,16694,,1.54611E+12,FALSE,567
4,1651703714,1339292540,帐号已注销,知道吗，网易云的私人FM是没有上一曲的功能的，就像有些人，你一但错过了，就没有回去的机会了，可是网易云却又有一个最近播放的记录，就像，只要你想肯努力，失去的总有办法找回来,2018/12/27,9185,,1.5459E+12,FALSE,213
0,34642755,6523126,爵士大叔,好多年前就听这首歌了，那时她还默默无名…………难道，是金子终会发光，是真的[哀伤],2014/11/30,46394,,1.41736E+12,FALSE,291
1,3055132,6790488,姓氏四笔生肖十,原来这个歌是邓紫棋唱的！！[惊恐],2014/12/7,24286,,1.41793E+12,FALSE,408
2,7367894,10294120,Yes-Rose,真的很怀念曾经默默听着G.E.M的日子。那时候我一遍一遍听她所有的歌，那时候还没多少人知道她，那时候KTV还没几首她的歌，那时候我跟身边几乎每个人说过她却没什么回应，那时候也没有那么多的脑残粉，那时候也没有满电视的下雨天巧克力，那时候，她真的只是一个唱歌的，而我也只是个听歌的。,2015/2/8,22363,,1.42333E+12,FALSE,99
3,75723017,137155239,茶凉掉,A.I.N.Y的意思是Although I Need You，邓紫棋想表达的就是尽管我需要你，尽管我仍爱你，但我还是要清醒过来，撇除那段过去。,2016/4/2,16865,,1.45961E+12,FALSE,50
4,38600016,8936468,川了个川_,妈蛋！网易怎么知道我分手了！推荐的都是这种歌！,2015/1/17,12209,,1.4215E+12,FALSE,123
0,53763144,500261858,时光胶囊乐队,一直觉得 “君已瞎”的点评 深得我心[强],2017/8/7,96170,,1.50204E+12,FALSE,499
1,74101958,31646943,泣血的蔷薇,告诉你们一件事，1分钟时起的二胡是一个胖子唱出来的·····[惊恐],2015/8/18,75282,,1.43989E+12,FALSE,878
2,39256799,17137084,有梦人生不觉寒,"是谁默默的躲在角落里不做声，一开口便惊艳了时光。这就是那个惊艳过我的唯美中国风歌曲。绾青丝，挽情思，任风雨飘摇，人生不惧。浮生一梦醉眼看，海如波，心如皓月，雪如天赐。你自妖娆，我自伴。
",2015/5/4,30843,,1.43067E+12,FALSE,72
